Language  Premium  PPS      BPP
kat_Geor  2.4143   79.0873  4.7262
tha_Thai  2.0764   68.0191  5.1095
heb_Hebr  2.0080   65.7793  2.6602
tam_Taml  2.0017   65.5727  6.1001
amh_Ethi  1.9753   64.7091  3.3852
arb_Arab  1.6058   52.6048  3.8244
srp_Cyrl  1.5404   50.4624  4.5007
jpn_Jpan  1.3397   43.8867  3.6578
kor_Hang  1.3337   43.6901  3.4647
vie_Latn  1.2844   42.0762  4.1673
cmn_Hans  1.2803   41.9418  2.8040
deu_Latn  1.1879   38.9147  3.8388
nya_Latn  1.1323   37.0933  3.8337
ron_Latn  1.1066   36.2518  4.1196
spa_Latn  1.1039   36.1605  4.2183
fra_Latn  1.0999   36.0321  4.3028
ita_Latn  1.0612   34.7643  4.2755
hrv_Latn  1.0352   33.9107  3.7602
fin_Latn  1.0342   33.8776  4.1202
eng_Latn  1.0000   32.7583  3.8362

# eng_Latn reference (raw_monotonicity, t_0.7146, t_anchor): pps=32.7583	bpp=3.8362
