Language  Premium  PPS      BPP
cmn_Hans  1.3394   43.8636  2.6812
heb_Hebr  1.3108   42.9268  4.0765
hrv_Latn  1.1007   36.0461  3.5375
deu_Latn  1.0811   35.4042  4.2194
ron_Latn  1.0737   35.1625  4.2473
ita_Latn  1.0577   34.6379  4.2911
spa_Latn  1.0392   34.0341  4.4818
tha_Thai  1.0271   33.6379  10.3319
eng_Latn  1.0000   32.7492  3.8372
fin_Latn  0.9908   32.4483  4.3017
nya_Latn  0.9886   32.3751  4.3924
fra_Latn  0.9815   32.1444  4.8232
vie_Latn  0.9813   32.1364  5.4563
kat_Geor  0.9139   29.9298  12.4885
jpn_Jpan  0.8699   28.4895  5.6347
tam_Taml  0.8189   26.8185  14.9151
kor_Hang  0.7340   24.0391  6.2969
arb_Arab  0.5877   19.2477  10.4521
srp_Cyrl  0.5307   17.3791  13.0683
amh_Ethi  0.5132   16.8074  13.0331

# eng_Latn reference (raw_entropy, t_2.1064, t_anchor): pps=32.7492	bpp=3.8372
