Language  Premium  PPS      BPP
kat_Geor  2.2640   64.1936  5.8227
heb_Hebr  2.1102   59.8335  2.9246
tha_Thai  1.8457   52.3340  6.6409
tam_Taml  1.8041   51.1535  7.8196
amh_Ethi  1.7055   48.3571  4.5299
arb_Arab  1.3803   39.1374  5.1403
vie_Latn  1.2949   36.7151  4.7758
srp_Cyrl  1.2700   36.0090  6.3072
cmn_Hans  1.2467   35.3490  3.3270
jpn_Jpan  1.2209   34.6179  4.6372
kor_Hang  1.1924   33.8104  4.4771
deu_Latn  1.1787   33.4223  4.4696
fra_Latn  1.0982   31.1374  4.9792
ron_Latn  1.0963   31.0832  4.8046
spa_Latn  1.0911   30.9368  4.9306
ita_Latn  1.0353   29.3561  5.0631
nya_Latn  1.0346   29.3340  4.8477
hrv_Latn  1.0168   28.8315  4.4227
fin_Latn  1.0093   28.6189  4.8773
eng_Latn  1.0000   28.3541  4.4321

# eng_Latn reference (raw_monotonicity, t_0.9015, t_midpoint): pps=28.3541	bpp=4.4321
