Language  Premium  PPS      BPP
kat_Geor  2.1131   75.9779  4.9196
tam_Taml  2.0323   73.0722  5.4741
amh_Ethi  1.9329   69.4975  3.1520
tha_Thai  1.8698   67.2267  5.1697
heb_Hebr  1.5280   54.9408  3.1850
arb_Arab  1.4572   52.3932  3.8398
srp_Cyrl  1.3217   47.5206  4.7793
vie_Latn  1.2870   46.2748  3.7892
jpn_Jpan  1.2548   45.1174  3.5580
fra_Latn  1.2376   44.4965  3.4843
ron_Latn  1.2095   43.4865  3.4343
nya_Latn  1.1950   42.9679  3.3095
spa_Latn  1.1779   42.3501  3.6018
ita_Latn  1.1717   42.1294  3.5280
fin_Latn  1.1207   40.2939  3.4641
deu_Latn  1.1207   40.2939  3.7074
kor_Hang  1.0486   37.7041  4.0147
eng_Latn  1.0000   35.9549  3.4951
hrv_Latn  0.9996   35.9398  3.5479
cmn_Hans  0.8550   30.7412  3.8257

# eng_Latn reference (norm_entropy, t_0.5684, t_lower_bound): pps=35.9549	bpp=3.4951
