Glottocode,Code,Code_Orig,Sentences,Notes,CC_Pages,CC_Urls,Name,Script,Script_Type,Bytes_Per_Char,Family,Full_Classification,Minimal_Full_Classification,combined_t_0.0000_bpp,combined_t_0.0000_pps,combined_t_0.2578_bpp,combined_t_0.2578_pps,combined_t_0.4688_bpp,combined_t_0.4688_pps,combined_t_0.9375_bpp,combined_t_0.9375_pps,norm_entropy_t_0.4072_bpp,norm_entropy_t_0.4072_pps,norm_entropy_t_0.5293_bpp,norm_entropy_t_0.5293_pps,norm_entropy_t_0.7222_bpp,norm_entropy_t_0.7222_pps,norm_entropy_t_1.0371_bpp,norm_entropy_t_1.0371_pps,raw_entropy_t_1.1904_bpp,raw_entropy_t_1.1904_pps,raw_entropy_t_1.3340_bpp,raw_entropy_t_1.3340_pps,raw_entropy_t_1.4946_bpp,raw_entropy_t_1.4946_pps,raw_entropy_t_1.7988_bpp,raw_entropy_t_1.7988_pps,raw_monotonicity_t_0.2359_bpp,raw_monotonicity_t_0.2359_pps,raw_monotonicity_t_0.3662_bpp,raw_monotonicity_t_0.3662_pps,raw_monotonicity_t_0.5928_bpp,raw_monotonicity_t_0.5928_pps,raw_monotonicity_t_0.9496_bpp,raw_monotonicity_t_0.9496_pps,combined_t_0.0000_pps_premium,combined_t_0.2578_pps_premium,combined_t_0.4688_pps_premium,combined_t_0.9375_pps_premium,norm_entropy_t_0.4072_pps_premium,norm_entropy_t_0.5293_pps_premium,norm_entropy_t_0.7222_pps_premium,norm_entropy_t_1.0371_pps_premium,raw_entropy_t_1.1904_pps_premium,raw_entropy_t_1.3340_pps_premium,raw_entropy_t_1.4946_pps_premium,raw_entropy_t_1.7988_pps_premium,raw_monotonicity_t_0.2359_pps_premium,raw_monotonicity_t_0.3662_pps_premium,raw_monotonicity_t_0.5928_pps_premium,raw_monotonicity_t_0.9496_pps_premium
nyan1308,nya,nya_Latn,997,,928706.0,925245.0,Nyanja,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Tumbuka-Sena-Nyanja > Sena-Nyanja > Nyanjaic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Tumbuka-Sena-Nyanja > Sena-Nyanja,1.9895,71.4754,2.405,59.1284,2.9601,48.0401,5.8983,24.1093,2.7552,51.6128,3.2037,44.3872,4.2965,33.0973,7.3869,19.2508,1.11,128.1163,1.1357,125.2166,1.1766,120.8616,1.3341,106.5898,2.3463,60.6088,2.6518,53.6259,3.4219,41.5567,6.0328,23.5717,1.9963,1.8016,1.5766,1.0456,1.4378,1.353,1.158,0.8394,3.5156,3.8178,4.1785,4.5686,1.6825,1.6368,1.4589,1.0277
occi1239,oci,oci_Latn,997,,6366886.0,6339942.0,Occitan,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic,2.294,64.2166,2.7146,54.2668,3.1784,46.348,4.9027,30.0471,2.9801,49.4323,3.3782,43.6068,4.106,35.8776,5.6294,26.1685,1.6382,89.9258,1.8052,81.6038,2.0407,72.1856,2.7461,53.6449,2.6003,56.651,2.8954,50.8776,3.5453,41.5517,4.9496,29.7623,1.7936,1.6535,1.5211,1.3032,1.3771,1.3292,1.2553,1.141,2.4676,2.488,2.4956,2.2993,1.5726,1.5529,1.4587,1.2976
aran1260,oci,oci_Latn_aran1260,997,,6366886.0,6339942.0,Aranese,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic > Occitan > Gascon,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic > Occitan,2.1618,68.6048,2.5909,57.2407,3.0821,48.1194,4.9258,30.1083,2.9738,49.8716,3.3882,43.7713,4.1565,35.681,5.7673,25.7151,1.382,107.3119,1.4865,99.7673,1.6463,90.0853,2.1427,69.2156,2.5226,58.7924,2.8063,52.8485,3.4533,42.9458,4.9903,29.7192,1.9162,1.7441,1.5792,1.3058,1.3893,1.3342,1.2484,1.1212,2.9447,3.0418,3.1145,2.9667,1.632,1.613,1.5077,1.2957
oriy1255,ory,ory_Orya,997,,8341478.0,8321756.0,Odia,Orya,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Oriya-Gauda-Kamrupa > Macro-Oriya,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Macro-Oriya,2.401,144.4594,2.6092,132.9318,2.8564,121.4273,3.5932,96.5286,3.6504,95.0171,3.8269,90.6349,4.1697,83.1825,4.9262,70.4082,3.1037,111.7543,3.3187,104.5125,3.5199,98.5396,3.9098,88.7121,2.5109,138.1344,2.6872,129.0742,3.0179,114.9288,3.5779,96.9408,4.0348,4.0504,3.9851,4.1865,2.647,2.7626,2.9103,3.0699,3.0666,3.1865,3.4068,3.8023,3.8345,3.9396,4.0348,4.2264
pang1290,pag,pag_Latn,997,,,,Pangasinan,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Northern Luzon > Meso-Cordilleran > South-Central Cordilleran > Southern Cordilleran > West Southern Cordilleran,Austronesian > Northern Luzon > Meso-Cordilleran,2.072,61.0943,2.4291,52.1123,2.8595,44.2678,4.826,26.2297,2.6703,47.4052,3.1041,40.7803,4.1097,30.8014,6.3683,19.8776,1.1679,108.3872,1.2068,104.8957,1.2647,100.0923,1.4541,87.0532,2.3817,53.1484,2.6281,48.1665,3.1832,39.7673,4.9065,25.7994,1.7064,1.5878,1.4528,1.1376,1.3206,1.243,1.0777,0.8667,2.9742,3.1982,3.4604,3.7312,1.4754,1.4701,1.3961,1.1248
panj1256,pan,pan_Guru,997,,11640973.0,11593313.0,Eastern Panjabi,Guru,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Greater Panjabic > Eastern Panjabic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Greater Panjabic,2.1652,151.0411,2.3521,139.0371,2.5586,127.8154,3.2455,100.7643,3.343,97.8255,3.4339,95.2377,3.6386,89.8796,4.2896,76.2377,2.8612,114.3009,3.0716,106.4704,3.1954,102.344,3.3769,96.8445,2.281,143.3711,2.4236,134.9368,2.694,121.3922,3.2371,101.0271,4.2186,4.2364,4.1947,4.3702,2.7252,2.9029,3.1447,3.3241,3.1365,3.2462,3.5383,4.1509,3.9799,4.1185,4.2617,4.4046
papi1253,pap,pap_Latn,997,,,,Papiamento,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,2.063,65.8766,2.4578,55.2959,2.9253,46.4574,5.1474,26.4022,2.8071,48.4142,3.2396,41.9509,4.1595,32.673,5.897,23.0461,1.2081,112.4895,1.2567,108.1394,1.33,102.1866,1.5541,87.4473,2.3922,56.8104,2.6548,51.1916,3.2961,41.2317,5.1918,26.1765,1.84,1.6848,1.5247,1.1451,1.3487,1.2787,1.1431,1.0049,3.0868,3.2971,3.5328,3.7481,1.577,1.5625,1.4475,1.1412
sout2649,pbt,pbt_Arab,997,,6367306.0,6336284.0,Southern Pashto,Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Pashto > Nuclear Pashto,Indo-European > Indo-Iranian > Iranian-Nuristani > Pashto,1.9232,111.2407,2.5941,82.4724,3.5235,60.7192,9.0569,23.6219,3.4413,62.1695,3.8858,55.0572,4.6026,46.4824,6.2356,34.3099,1.1994,178.3701,1.326,161.345,1.6044,133.346,3.05,70.1444,2.5152,85.0612,2.9994,71.328,4.3674,48.986,9.3063,22.989,3.107,2.5129,1.9927,1.0245,1.7319,1.6782,1.6263,1.496,4.8946,4.9193,4.6101,3.0065,2.3612,2.1771,1.7197,1.0023
west2369,pes,pes_Arab,997,,1271707294.0,1264171685.0,Western Persian,Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian,1.9384,111.0662,2.5035,85.997,3.2267,66.7222,6.7533,31.8796,3.038,70.8656,3.6506,58.9749,4.7238,45.5757,7.0242,30.6499,1.3188,163.2427,1.4779,145.672,1.7518,122.8987,3.1782,67.7392,2.4307,88.5737,2.819,76.3721,3.8504,55.9137,6.9167,31.1264,3.1021,2.6203,2.1897,1.3826,1.9742,1.7976,1.5946,1.3364,4.4795,4.4414,4.2489,2.9034,2.4587,2.331,1.963,1.3571
plat1254,plt,plt_Latn,997,,6431320.0,6401178.0,Plateau Malagasy,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Basap-Greater Barito > Greater Barito linkage > Southeast Barito > Malagasic > North-Central Malagasic > Central-Eastern Malagasic,Austronesian > Basap-Greater Barito,2.0542,77.2708,2.5296,62.7482,3.1085,51.0632,5.5545,28.5767,2.6105,60.8034,3.1055,51.1123,4.3352,36.6138,7.6792,20.67,1.1277,140.7482,1.1549,137.4443,1.1977,132.5296,1.3402,118.4343,2.4521,64.7322,2.778,57.1374,3.5197,45.0973,5.638,28.1535,2.1582,1.9119,1.6758,1.2394,1.6938,1.558,1.281,0.9013,3.8622,4.1906,4.5819,5.0763,1.7969,1.7439,1.5832,1.2274
poli1260,pol,pol_Latn,997,,3430605391.0,3408199823.0,Polish,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic > Polish-Silesian,Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic,2.4888,57.1595,2.883,49.343,3.2826,43.337,4.7917,29.6881,2.9988,47.4383,3.369,42.2257,4.0833,34.8385,5.6233,25.2979,1.8866,75.4022,2.0692,68.7513,2.3238,61.2166,2.9667,47.9519,2.7133,52.4303,3.0129,47.2166,3.6051,39.4604,4.8212,29.5065,1.5965,1.5035,1.4223,1.2876,1.3215,1.2871,1.2189,1.103,2.0691,2.0962,2.1164,2.0553,1.4554,1.4411,1.3853,1.2864
braz1246,por,por_Latn,997,,4099018104.0,4074503096.0,Portuguese (Brazilian),Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Brazil-Portugal Portuguese > Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Brazil-Portugal Portuguese,2.7018,51.9358,3.1166,45.0241,3.5634,39.3781,5.0962,27.5346,3.1392,44.6991,3.5109,39.9669,4.1425,33.8736,5.3534,26.2116,2.1264,65.991,2.3662,59.3029,2.7052,51.8716,3.5599,39.4173,2.905,48.3029,3.2366,43.3541,3.9107,35.8816,5.1042,27.4915,1.4506,1.3719,1.2923,1.1942,1.2452,1.2182,1.1851,1.1429,1.8108,1.8081,1.7933,1.6895,1.3408,1.3233,1.2597,1.1986
dari1249,prs,prs_Arab,997,,,,Dari,Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic > Eastern Farsic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian > Eastern Farsic,1.9063,107.8415,2.4686,83.2788,3.2402,63.4473,7.0971,28.9669,3.1673,64.9077,3.7567,54.7242,4.6981,43.7583,6.7866,30.2919,1.3089,157.0582,1.4722,139.6429,1.7565,117.0381,3.2824,62.6309,2.4026,85.5647,2.8095,73.1725,3.8982,52.7372,7.2638,28.3019,3.012,2.5375,2.0823,1.2563,1.8082,1.668,1.531,1.3208,4.3098,4.2576,4.0463,2.6844,2.3752,2.2334,1.8514,1.2339
ayac1239,quy,quy_Latn,997,,,,Ayacucho Quechua,Latn,Alphabet,1 byte,Quechuan,Quechuan > Southern Quechua > Ayacuchan Quechua,Quechuan,2.0159,67.0652,2.435,55.5236,2.9581,45.7051,5.2912,25.5517,2.5776,52.4524,3.0063,44.9719,4.1688,32.4313,7.9806,16.9408,1.1469,117.8857,1.1812,114.4634,1.2337,109.5878,1.4127,95.7041,2.3724,56.987,2.6628,50.7723,3.3417,40.4584,5.3615,25.2166,1.8732,1.6918,1.5,1.1082,1.4612,1.3708,1.1347,0.7387,3.2349,3.4899,3.7887,4.102,1.5819,1.5497,1.4204,1.0994
roma1327,ron,ron_Latn,997,,1125558850.0,1119333515.0,Romanian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Eastern Romance > Northern Romanian > Eastern Romanian,Indo-European > Italic > Eastern Romance,2.472,60.4152,2.8468,52.4604,3.2582,45.8365,4.662,32.0341,2.9128,51.2718,3.3154,45.0461,4.0386,36.9789,5.5116,27.0963,1.7551,85.0933,1.9021,78.5165,2.1092,70.8074,2.7108,55.0913,2.7058,55.1936,2.9938,49.8837,3.5715,41.8154,4.6994,31.7793,1.6874,1.5985,1.5043,1.3893,1.4283,1.373,1.2938,1.1814,2.335,2.3939,2.448,2.3613,1.5321,1.5225,1.468,1.3855
rund1242,run,run_Latn,997,,172804.0,171267.0,Rundi,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Kivu > West Highlands Kivu > Rundic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Rundic,1.9681,71.5236,2.3418,60.1123,2.8353,49.6479,5.6031,25.1234,2.7058,52.0251,3.1565,44.5958,4.2639,33.014,7.1862,19.5888,1.0925,128.8465,1.1174,125.984,1.156,121.7733,1.3038,107.9679,2.2928,61.3952,2.5568,55.0562,3.2729,43.01,5.713,24.6399,1.9977,1.8316,1.6294,1.0896,1.4493,1.3593,1.1551,0.8541,3.5356,3.8412,4.21,4.6277,1.7043,1.6804,1.5099,1.0743
russ1263,rus,rus_Cyrl,997,,13473783858.0,13397737772.0,Russian,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > East Slavic,Indo-European > Balto-Slavic > Slavic > East Slavic,2.5938,97.5607,2.9783,84.9669,3.5223,71.8435,7.0924,35.68,3.9546,63.99,4.4496,56.8716,5.3588,47.2227,6.9815,36.2467,4.8618,52.0502,5.8053,43.5908,6.883,36.7653,9.2559,27.34,2.7252,92.8596,3.1243,80.996,4.1804,60.5346,7.2238,35.0311,2.7249,2.5889,2.3578,1.5475,1.7826,1.7335,1.6522,1.5804,1.4283,1.3291,1.2711,1.1718,2.5777,2.4722,2.1252,1.5273
sang1328,sag,sag_Latn,997,,363372.0,363127.0,Sango,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Ngbandi-Mongoba-Kazibati > Ngbandic > Nuclear Ngbandic > Sangoic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian,2.0053,70.3701,2.3866,59.1254,2.869,49.1856,5.2184,27.0411,2.629,53.674,2.9865,47.2497,3.7756,37.3741,6.2572,22.5517,1.1431,123.4413,1.1786,119.7312,1.2369,114.0802,1.4261,98.9498,2.3288,60.5948,2.5964,54.349,3.2506,43.4112,5.2998,26.6259,1.9655,1.8015,1.6142,1.1728,1.4952,1.4402,1.3076,0.9833,3.3873,3.6505,3.944,4.2411,1.6821,1.6588,1.524,1.1608
sans1269,san,san_Deva,997,,5674920.0,5648368.0,Sanskrit,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan,Indo-European > Indo-Iranian > Indo-Aryan,2.3376,143.0271,2.5927,128.9569,2.8607,116.8726,3.786,88.3109,3.5034,95.4323,3.7068,90.1966,4.1294,80.9669,5.0689,65.9599,3.1478,106.2146,3.3423,100.0321,3.5609,93.8937,4.1976,79.651,2.5,133.7372,2.6784,124.8285,3.0619,109.1926,3.7675,88.7432,3.9948,3.9293,3.8356,3.8301,2.6585,2.7493,2.8328,2.876,2.9146,3.0499,3.2461,3.414,3.7124,3.81,3.8334,3.869
sant1410,sat,sat_Olck,997,,,,Santali,Olck,Abugida,3 bytes,Austroasiatic,Austroasiatic > Mundaic > North Munda > Kherwarian > Santalic,Austroasiatic > Mundaic,2.1589,163.6158,2.3042,153.2969,2.5097,140.7462,2.9255,120.7412,2.952,119.657,2.9974,117.8465,3.076,114.8335,3.3154,106.5406,2.3844,148.1434,2.5482,138.6179,2.6826,131.676,2.8315,124.7482,2.225,158.7513,2.3698,149.0512,2.6457,133.5085,2.9334,120.4152,4.5698,4.6709,4.6191,5.2366,3.3334,3.5921,4.0177,4.6454,4.0651,4.2264,4.5524,5.3469,4.4068,4.5493,4.6871,5.2499
sici1248,scn,scn_Latn,997,,,,Sicilian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Southern Italian Romance,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Southern Italian Romance,2.0729,67.5697,2.486,56.342,2.9855,46.9157,5.2049,26.9107,2.8448,49.2367,3.2604,42.9609,4.1281,33.9308,6.1443,22.7964,1.2673,110.5206,1.3388,104.6249,1.4451,96.9258,1.7936,78.0913,2.412,58.0712,2.6939,51.994,3.3722,41.5366,5.2859,26.4985,1.8872,1.7167,1.5397,1.1671,1.3716,1.3095,1.1872,0.994,3.0328,3.1899,3.351,3.3471,1.612,1.587,1.4582,1.1553
shan1277,shn,shn_Mymr,997,,,,Shan,Mymr,Abugida,3 bytes,Tai-Kadai,Tai-Kadai > Kam-Tai > Daic-Beic > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Tai P > Shanic > Southern Shanic,Tai-Kadai > Southwestern Tai P,1.7807,279.67,1.8483,269.4323,1.9968,249.4012,2.7704,179.7573,3.3344,149.3501,3.4283,145.2598,3.6115,137.8907,4.1041,121.342,2.582,192.8766,2.9535,168.6118,3.1214,159.5426,3.2782,151.9107,1.7785,280.004,1.8938,262.9619,2.1353,233.2227,2.8007,177.8094,7.8113,8.2095,8.185,7.7961,4.1606,4.4277,4.8244,5.2907,5.2927,5.1409,5.5158,6.5111,7.7727,8.0261,8.1877,7.7521
sinh1246,sin,sin_Sinh,997,,15218821.0,15163617.0,Sinhala,Sinh,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Dhivehi-Sinhala > Sinhalaic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Dhivehi-Sinhala,1.8998,177.2166,2.1816,154.326,2.494,134.997,3.2277,104.3119,3.3475,100.5767,3.4398,97.8776,3.6451,92.3651,4.2959,78.3731,2.8214,119.332,3.0158,111.6409,3.1622,106.4704,3.3638,100.0913,2.1254,158.4062,2.3183,145.2297,2.6606,126.5436,3.2164,104.678,4.9497,4.7023,4.4304,4.524,2.8018,2.9834,3.2316,3.4172,3.2745,3.4039,3.6809,4.2901,4.3972,4.4327,4.4425,4.5638
slov1269,slk,slk_Latn,997,,696039997.0,691361945.0,Slovak,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,2.1913,63.0291,2.6479,52.1605,3.1098,44.4122,4.6167,29.9168,2.7736,49.7964,3.2067,43.0702,4.1643,33.1665,6.2319,22.1625,1.365,101.1846,1.4544,94.9659,1.5742,87.7382,1.9036,72.5567,2.5574,54.007,2.8522,48.4243,3.4054,40.5577,4.6516,29.6921,1.7604,1.5893,1.4576,1.2975,1.3872,1.3128,1.1604,0.9663,2.7766,2.8954,3.0333,3.1099,1.4992,1.478,1.4239,1.2945
slov1268,slv,slv_Latn,997,,295443845.0,293532981.0,Slovenian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic,2.1573,59.6409,2.6027,49.4353,3.0883,41.662,4.6273,27.8054,2.9251,43.986,3.345,38.4644,4.1798,30.7823,5.9204,21.7322,1.3371,96.2267,1.4326,89.8114,1.5746,81.7101,1.972,65.2457,2.5286,50.8837,2.8217,45.5978,3.4094,37.7382,4.6618,27.5998,1.6658,1.5063,1.3673,1.2059,1.2253,1.1724,1.077,0.9476,2.6405,2.7383,2.8249,2.7965,1.4125,1.3917,1.3249,1.2033
samo1305,smo,smo_Latn,997,,982573.0,978614.0,Samoan,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Ellicean > Pukapukic > Samoan-Tokelauan,Austronesian > Eastern Malayo-Polynesian > Polynesian > Ellicean,1.9274,79.7613,2.2777,67.4945,2.7491,55.9208,5.027,30.5817,2.5424,60.4684,2.9567,51.996,3.9899,38.5306,7.2316,21.2588,1.1495,133.7392,1.1781,130.4975,1.222,125.8074,1.3611,112.9458,2.1981,69.9398,2.4491,62.7723,3.0999,49.5928,5.0202,30.6229,2.2278,2.0565,1.8352,1.3263,1.6845,1.5849,1.3481,0.9269,3.6699,3.9788,4.3495,4.841,1.9415,1.9159,1.741,1.3351
shon1251,sna,sna_Latn,997,,1015714.0,1010485.0,Shona,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Shona (S.10) > Core Shona > Plateau Shona > Central Shona,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Shona (S.10),1.9848,71.0532,2.458,57.3741,3.0585,46.1093,6.0513,23.3049,2.6556,53.1053,3.1365,44.9619,4.3245,32.6108,7.7771,18.1334,1.1016,128.013,1.1258,125.2708,1.1619,121.3721,1.299,108.5657,2.4014,58.7252,2.7272,51.7111,3.5475,39.7533,6.167,22.8676,1.9845,1.7482,1.5132,1.0107,1.4794,1.3705,1.141,0.7907,3.5128,3.8194,4.1961,4.6533,1.6302,1.5783,1.3956,0.997
sind1272,snd,snd_Arab,997,,2500046.0,2476633.0,Sindhi (Arabic script),Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Sindhic > Sindhi-Kachchi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhic,1.9347,104.1645,2.3514,85.7041,2.807,71.7924,5.4238,37.1555,2.9567,68.1585,3.2363,62.2698,3.801,53.0191,5.3824,37.4413,1.2624,159.6379,1.4211,141.8114,1.7614,114.4122,2.6542,75.9258,2.3074,87.337,2.56,78.7192,3.1809,63.3551,5.5578,36.2598,2.9093,2.6114,2.3561,1.6114,1.8987,1.898,1.855,1.6325,4.3806,4.3237,3.9555,3.2543,2.4244,2.4027,2.2242,1.5809
sind1272,snd,snd_Deva,997,dev only,2500046.0,2476633.0,Sindhi (Devanagari script),Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Sindhic > Sindhi-Kachchi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhic,2.3924,140.2678,2.5888,129.6279,2.776,120.8847,3.6734,91.3531,3.4912,96.1214,3.6836,91.1003,4.1114,81.6209,5.0035,67.0682,3.1806,105.5065,3.3237,100.9639,3.4731,96.6209,4.0242,83.3892,2.52,133.1645,2.6447,126.8847,2.985,112.4223,3.6553,91.8044,3.9177,3.9497,3.9673,3.962,2.6777,2.7768,2.8557,2.9243,2.8952,3.0783,3.3404,3.5742,3.6965,3.8728,3.9468,4.0025
soma1255,som,som_Latn,997,,8811562.0,8782377.0,Somali,Latn,Alphabet,1 byte,Afro-Asiatic,Afro-Asiatic > Cushitic > East Cushitic > Lowland East Cushitic > Southern Lowland East Cushitic > Mainstream Lowland East Cushitic > Omo-Tana > Eastern Omo-Tana,Afro-Asiatic > Cushitic > Omo-Tana,2.0046,71.2588,2.435,58.664,2.9352,48.667,5.2637,27.1384,2.6745,53.4122,3.1719,45.0361,4.3705,32.6851,6.8596,20.8245,1.0845,131.7222,1.1065,129.0983,1.1442,124.8506,1.2868,111.01,2.3769,60.0983,2.6573,53.7563,3.3255,42.9559,5.3608,26.6469,1.9903,1.7875,1.5972,1.177,1.4879,1.3727,1.1436,0.908,3.6145,3.9361,4.3164,4.758,1.6683,1.6407,1.508,1.1618
sout2807,sot,sot_Latn,997,,952169.0,947711.0,Southern Sotho,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Central Sotho-Tswana > Sesotho-Lozi,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Sesotho-Lozi,1.9277,78.9268,2.341,64.992,2.8799,52.8295,5.6333,27.008,2.7172,55.993,3.1234,48.7111,4.0252,37.7974,6.3903,23.8084,1.108,137.3159,1.1359,133.9458,1.1824,128.673,1.3411,113.4453,2.2816,66.6841,2.5731,59.1284,3.3174,45.8616,5.737,26.5196,2.2044,1.9803,1.7338,1.1713,1.5598,1.4848,1.3224,1.0381,3.768,4.0839,4.4485,4.8624,1.8511,1.8047,1.6101,1.1562
