Code,Script,Glottocode,Name,Notes,Family,Subfamily_1,Subfamily_2,Full_Classification,Minimal Full Classification,Language,Code_orig,Sentences,Script_Name,Script_Type,Script_Tier,Bytes_Per_Char,cc_pages,cc_urls,prem_raw_entropy_t_1.1904,prem_raw_entropy_t_1.3340,prem_raw_entropy_t_1.4946,prem_raw_entropy_t_1.7988,prem_raw_monotonicity_t_0.2359,prem_raw_monotonicity_t_0.3662,prem_raw_monotonicity_t_0.5928,prem_raw_monotonicity_t_0.9496,prem_raw_combined_t_0.2359,prem_raw_combined_t_0.3662,prem_raw_combined_t_0.5928,prem_raw_combined_t_0.9496,prem_norm_entropy_t_0.4072,prem_norm_entropy_t_0.5293,prem_norm_entropy_t_0.7222,prem_norm_entropy_t_1.0371,prem_norm_monotonicity_t_0.2480,prem_norm_monotonicity_t_0.3887,prem_norm_monotonicity_t_0.6260,prem_norm_monotonicity_t_1.0039,prem_norm_combined_t_0.2480,prem_norm_combined_t_0.3887,prem_norm_combined_t_0.6260,prem_norm_combined_t_1.0039
mni,Mtei,mani1292,"Meitei (Manipuri, Meitei script)",dev only,Sino-Tibetan,Kuki-Chin-Naga,,Sino-Tibetan > Kuki-Chin-Naga,Sino-Tibetan > Kuki-Chin-Naga,Meitei (Meitei Mayek),mni_Mtei,997,Meitei,Abugida,3,3 bytes,,,5.2925,5.2615,5.2471,5.4811,3.3342,3.54,3.8297,4.3093,5.0599,5.0273,4.9328,4.8037,3.1438,3.3659,3.704,4.0027,3.2867,3.4646,3.6735,4.0836,4.5308,4.5591,4.5508,4.473
mos,Latn,moss1236,Mossi,,Atlantic-Congo,Volta-Congo,North Volta-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Gurma-Yom-Oti-Volta Occidental > Oti-Volta Occidental > Nuclear Oti-Volta Occidental > Northwest Oti-Volta > Mossi-Farefare > Mossic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Northern Central Gur,Mossi,mos_Latn,997,Latin,Alphabet,1,1 byte,,,3.2514,3.5519,3.9346,4.5634,1.5361,1.4878,1.3222,0.9866,2.2953,2.0762,1.6767,1.0829,1.3975,1.2973,1.1126,0.8186,1.5883,1.5794,1.487,1.2459,1.5471,1.4878,1.3375,1.0186
mri,Latn,maor1246,Maori,,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > East Polynesian Proximal > Southern East Polynesian Proximal > Maoric,Austronesian > Eastern Malayo-Polynesian > Polynesian > Northern Outlier Polynesian-East Polynesian,Māori,mri_Latn,997,Latin,Alphabet,1,1 byte,2267801,2252745,3.4162,3.6906,4.0213,4.3082,1.7923,1.8047,1.7162,1.3273,2.6441,2.4936,2.156,1.4562,1.5476,1.4903,1.3357,1.0365,1.8226,1.8656,1.8335,1.5818,1.8397,1.8175,1.7058,1.355
mya,Mymr,nucl1310,Burmese,,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Sino-Tibetan > Burmo-Qiangic > Lolo-Burmese > Burmish > Southern Burmish > Mranmaic > Nuclear Mranmaic,Sino-Tibetan > Burmo-Qiangic,Burmese,mya_Mymr,997,Burmese,Abugida,3,3 bytes,23624930,23532659,4.0165,4.3976,4.9174,5.9256,4.2065,4.576,5.1719,6.2626,6.0891,6.2211,6.4586,6.8484,3.869,4.1541,4.61,5.3059,4.1634,4.513,5.0561,6.0491,5.7336,5.8631,6.0884,6.4871
myv,Cyrl,erzy1239,Erzya,,Uralic,Mordvin,,Uralic > Mordvin,Uralic > Mordvin,Erzya,myv_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,,,3.4914,3.3648,3.1627,2.5808,3.0997,3.1257,2.9436,2.2172,3.8538,3.7539,3.4386,2.4149,2.2853,2.2237,2.1224,1.8786,3.2196,3.3403,3.4104,3.2462,2.9149,2.9342,2.9124,2.7323
nld,Latn,dutc1256,Dutch,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > Macro-Dutch > Middle-Modern Dutch > Modern Dutch > Global Dutch,Indo-European > Germanic > West Germanic > Macro-Dutch,Dutch,nld_Latn,997,Latin,Alphabet,1,1 byte,3610577463,3581120841,2.0494,2.0575,2.0446,1.9427,1.4338,1.4432,1.4204,1.3964,1.757,1.7069,1.6005,1.4621,1.2479,1.2266,1.1934,1.1586,1.419,1.421,1.3846,1.3399,1.3961,1.3854,1.3382,1.2651
nno,Latn,norw1262,Norwegian Nynorsk,,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,Norwegian Nynorsk,nno_Latn,997,Latin,Alphabet,1,1 byte,32531797,32290890,2.4493,2.5443,2.6271,2.5504,1.3857,1.3757,1.3202,1.2447,1.8707,1.7665,1.5927,1.3472,1.2361,1.1758,1.0912,1.0092,1.3825,1.3714,1.3158,1.2383,1.3111,1.2906,1.236,1.1238
nob,Latn,norw1259,"Norwegian Bokmål, moderate variety",,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,Norwegian Bokmål,nob_Latn,997,Latin,Alphabet,1,1 byte,649813400,644493173,2.2245,2.2943,2.3445,2.2419,1.3054,1.2956,1.2525,1.2136,1.709,1.6259,1.4899,1.3069,1.1926,1.1434,1.0672,0.9937,1.2982,1.2846,1.2371,1.1962,1.2384,1.218,1.1731,1.1009
nob,Latn,norw1259 (with variant=radical),"Norwegian Bokmål, radical variety",,Indo-European,Classical Indo-European,Germanic,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,Norwegian Bokmål (Radical),nob_Latn_radical,997,Latin,Alphabet,1,1 byte,649813400,644493173,2.2518,2.3249,2.384,2.2877,1.3154,1.3058,1.2614,1.212,1.7327,1.6438,1.5035,1.3054,1.1972,1.1455,1.068,0.9926,1.309,1.2966,1.2458,1.1954,1.25,1.229,1.1817,1.0985
npi,Deva,nepa1254,Nepali,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Indo-Aryan Northern zone > Eastern Pahari,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Indo-Aryan Northern zone,Nepali,npi_Deva,997,Devanagari,Abugida,3,3 bytes,,,2.8603,3.0099,3.2122,3.3341,3.6276,3.7547,3.8121,3.7801,4.123,4.2049,4.3504,4.1344,2.6011,2.6705,2.7193,2.7875,3.6024,3.7086,3.6774,3.6386,3.6572,3.7402,3.8759,3.9113
nqo,Nkoo,nkoa1234,Nko,,Artificial Language,,,Artificial Language,Artificial Language,N'Ko,nqo_Nkoo,997,N’Ko,Alphabet,2,2 bytes,,,7.9312,8.808,9.9796,12.34,2.6983,2.2714,1.4356,0.7018,4.1454,3.2427,1.8503,0.7809,2.324,2.235,2.1008,1.7679,3.4091,3.3827,3.2042,2.7895,3.0955,3.1078,2.9979,2.4732
nso,Latn,pedi1238,Northern Sotho,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Northern Sotho > Sepedic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Northern Sotho,Northern Sotho,nso_Latn,997,Latin,Alphabet,1,1 byte,206600,205851,3.6745,3.9931,4.3771,4.899,1.7667,1.7056,1.5068,1.0931,2.6319,2.3729,1.9108,1.1991,1.483,1.3922,1.2302,1.0051,1.8403,1.8314,1.7278,1.4623,1.7247,1.6827,1.5512,1.2287
nus,Latn,nuer1246,Nuer,,Nilotic,Western Nilotic,Dinka-Nuer,Nilotic > Western Nilotic > Dinka-Nuer > Nuer-Reel,Nilotic > Dinka-Nuer > Nuer-Reel,Nuer,nus_Latn,997,Latin,Alphabet,1,1 byte,,,4.2627,4.6791,5.2196,6.2096,1.9263,1.8464,1.6212,1.1855,2.9244,2.6082,2.0749,1.3105,1.8773,1.7572,1.47,0.8379,2.0052,1.9882,1.8627,1.5703,1.9378,1.8318,1.6085,1.1898
nya,Latn,nyan1308,Nyanja,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Tumbuka-Sena-Nyanja > Sena-Nyanja > Nyanjaic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Tumbuka-Sena-Nyanja > Sena-Nyanja,Chichewa,nya_Latn,997,Latin,Alphabet,1,1 byte,928706,925245,3.5156,3.8178,4.1785,4.5686,1.6825,1.6368,1.4589,1.0277,2.502,2.274,1.8493,1.1317,1.4378,1.353,1.158,0.8394,1.7548,1.7621,1.6922,1.4534,1.6703,1.6413,1.528,1.2367
oci,Latn,occi1239,Occitan,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic,Occitan,oci_Latn,997,Latin,Alphabet,1,1 byte,6366886,6339942,2.4676,2.488,2.4956,2.2993,1.5726,1.5529,1.4587,1.2976,1.9376,1.8378,1.6416,1.3651,1.3771,1.3292,1.2553,1.141,1.5857,1.5732,1.4955,1.345,1.4726,1.4474,1.3656,1.2106
oci,Latn,aran1260,Aranese,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic > Occitan > Gascon,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic > Occitan,Aranese Occitan,oci_Latn_aran1260,997,Latin,Alphabet,1,1 byte,6366886,6339942,2.9447,3.0418,3.1145,2.9667,1.632,1.613,1.5077,1.2957,2.1929,2.0498,1.7838,1.3797,1.3893,1.3342,1.2484,1.1212,1.656,1.651,1.5768,1.4013,1.4927,1.4664,1.3863,1.1965
ory,Orya,oriy1255,Odia,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Oriya-Gauda-Kamrupa > Macro-Oriya,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Macro-Oriya,Odia,ory_Orya,997,Odia,Abugida,3,3 bytes,8341478,8321756,3.0666,3.1865,3.4068,3.8023,3.8345,3.9396,4.0348,4.2264,4.3364,4.4045,4.485,4.4741,2.647,2.7626,2.9103,3.0699,3.7541,3.8161,3.8355,3.9428,3.7826,3.8644,3.986,4.0643
pag,Latn,pang1290,Pangasinan,,Austronesian,Malayo-Polynesian,Northern Luzon,Austronesian > Malayo-Polynesian > Northern Luzon > Meso-Cordilleran > South-Central Cordilleran > Southern Cordilleran > West Southern Cordilleran,Austronesian > Northern Luzon > Meso-Cordilleran,Pangasinan,pag_Latn,997,Latin,Alphabet,1,1 byte,,,2.9742,3.1982,3.4604,3.7312,1.4754,1.4701,1.3961,1.1248,2.1606,2.018,1.754,1.2295,1.3206,1.243,1.0777,0.8667,1.5045,1.5239,1.4951,1.3402,1.475,1.4528,1.3797,1.16
pan,Guru,panj1256,Eastern Panjabi,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Greater Panjabic > Eastern Panjabic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Greater Panjabic,Punjabi,pan_Guru,997,Gurmukhi,Abugida,3,3 bytes,11640973,11593313,3.1365,3.2462,3.5383,4.1509,3.9799,4.1185,4.2617,4.4046,4.433,4.509,4.616,4.6689,2.7252,2.9029,3.1447,3.3241,3.9076,4.0094,4.0755,4.0869,3.9935,4.084,4.2217,4.3002
pap,Latn,papi1253,Papiamento,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,Papiamento,pap_Latn,997,Latin,Alphabet,1,1 byte,,,3.0868,3.2971,3.5328,3.7481,1.577,1.5625,1.4475,1.1412,2.2656,2.1112,1.7941,1.2359,1.3487,1.2787,1.1431,1.0049,1.6004,1.604,1.5336,1.2921,1.5116,1.4877,1.3959,1.1147
pbt,Arab,sout2649,Southern Pashto,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Pashto > Nuclear Pashto,Indo-European > Indo-Iranian > Iranian-Nuristani > Pashto,Southern Pashto,pbt_Arab,997,Arabic,Abjad,2,2 bytes,6367306,6336284,4.8946,4.9193,4.6101,3.0065,2.3612,2.1771,1.7197,1.0023,3.4495,2.9833,2.1578,1.1005,1.7319,1.6782,1.6263,1.496,2.6828,2.6888,2.6092,2.3576,2.1731,2.1661,2.1086,1.8664
pes,Arab,west2369,Western Persian,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian,Western Persian,pes_Arab,997,Arabic,Abjad,2,2 bytes,1271707294,1264171685,4.4795,4.4414,4.2489,2.9034,2.4587,2.331,1.963,1.357,3.4859,3.1044,2.3988,1.4518,1.9742,1.7976,1.5946,1.3364,2.6953,2.7112,2.6393,2.3944,2.2066,2.16,2.0372,1.7291
plt,Latn,plat1254,Plateau Malagasy,,Austronesian,Malayo-Polynesian,Basap-Greater Barito,Austronesian > Malayo-Polynesian > Basap-Greater Barito > Greater Barito linkage > Southeast Barito > Malagasic > North-Central Malagasic > Central-Eastern Malagasic,Austronesian > Basap-Greater Barito,Plateau Malagasy,plt_Latn,997,Latin,Alphabet,1,1 byte,6431320,6401178,3.8622,4.1906,4.5819,5.0763,1.7969,1.7439,1.5832,1.2274,2.6272,2.3829,1.9736,1.3431,1.6938,1.558,1.281,0.9013,1.8655,1.8538,1.7712,1.5652,1.8043,1.7378,1.5921,1.2982
pol,Latn,poli1260,Polish,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic > Polish-Silesian,Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic,Polish,pol_Latn,997,Latin,Alphabet,1,1 byte,3430605391,3408199823,2.0691,2.0962,2.1164,2.0553,1.4554,1.4411,1.3853,1.2864,1.6097,1.5488,1.4459,1.298,1.3215,1.2871,1.2189,1.103,1.4362,1.4124,1.3404,1.2175,1.2345,1.2071,1.1548,1.0753
por,Latn,braz1246,Portuguese (Brazilian),,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Brazil-Portugal Portuguese > Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Brazil-Portugal Portuguese,Portuguese,por_Latn,997,Latin,Alphabet,1,1 byte,4099018104,4074503096,1.8108,1.8081,1.7933,1.6895,1.3409,1.3233,1.2597,1.1986,1.4753,1.43,1.3456,1.2425,1.2452,1.2182,1.1851,1.1429,1.3295,1.3061,1.2328,1.1641,1.2634,1.246,1.2016,1.1431
prs,Arab,dari1249,Dari,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic > Eastern Farsic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian > Eastern Farsic,Dari,prs_Arab,997,Arabic,Abjad,2,2 bytes,,,4.3098,4.2576,4.0463,2.6845,2.3752,2.2334,1.8514,1.2339,3.3798,2.986,2.2726,1.325,1.8082,1.668,1.531,1.3208,2.6181,2.6392,2.5645,2.3134,2.1013,2.0678,1.9578,1.6761
quy,Latn,ayac1239,Ayacucho Quechua,,Quechuan,Southern Quechua,Ayacuchan Quechua,Quechuan > Southern Quechua > Ayacuchan Quechua,Quechuan,Ayacucho Quechua,quy_Latn,997,Latin,Alphabet,1,1 byte,,,3.2349,3.4899,3.7887,4.102,1.5819,1.5497,1.4204,1.0994,2.3222,2.133,1.7878,1.2034,1.4612,1.3708,1.1347,0.7387,1.6274,1.6286,1.5606,1.364,1.5979,1.5473,1.4179,1.1508
ron,Latn,roma1327,Romanian,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Eastern Romance > Northern Romanian > Eastern Romanian,Indo-European > Italic > Eastern Romance,Romanian,ron_Latn,997,Latin,Alphabet,1,1 byte,1125558850,1119333515,2.335,2.3939,2.448,2.3613,1.5321,1.5225,1.468,1.3855,1.8171,1.742,1.6125,1.4361,1.4283,1.373,1.2938,1.1814,1.5182,1.4988,1.4331,1.3349,1.3882,1.3594,1.2988,1.2057
run,Latn,rund1242,Rundi,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Kivu > West Highlands Kivu > Rundic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Rundic,Rundi,run_Latn,997,Latin,Alphabet,1,1 byte,172804,171267,3.5356,3.8412,4.21,4.6277,1.7043,1.6804,1.5099,1.0743,2.5572,2.3536,1.9243,1.1833,1.4493,1.3593,1.1551,0.8541,1.7703,1.7976,1.7562,1.5263,1.6724,1.651,1.5543,1.28
rus,Cyrl,russ1263,Russian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > East Slavic,Indo-European > Balto-Slavic > Slavic > East Slavic,Russian,rus_Cyrl,997,Cyrillic,Alphabet,2,2 bytes,13473783858,13397737772,1.4283,1.3291,1.2711,1.1718,2.5777,2.4722,2.1252,1.5273,1.7646,1.7718,1.7545,1.4782,1.7826,1.7335,1.6522,1.5804,2.7373,2.7054,2.5697,2.113,2.2185,2.2278,2.202,2.0049
sag,Latn,sang1328,Sango,,Atlantic-Congo,Volta-Congo,North Volta-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Ngbandi-Mongoba-Kazibati > Ngbandic > Nuclear Ngbandic > Sangoic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian,Sango,sag_Latn,997,Latin,Alphabet,1,1 byte,363372,363127,3.3873,3.6505,3.944,4.2411,1.6821,1.6588,1.524,1.1608,2.4905,2.3001,1.9287,1.2803,1.4952,1.4402,1.3076,0.9833,1.7313,1.7465,1.6863,1.4545,1.7733,1.7386,1.6216,1.2946
san,Deva,sans1269,Sanskrit,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan,Indo-European > Indo-Iranian > Indo-Aryan,Sanskrit,san_Deva,997,Devanagari,Abugida,3,3 bytes,5674920,5648368,2.9146,3.0499,3.2461,3.414,3.7124,3.81,3.8334,3.869,4.1799,4.2625,4.4123,4.2346,2.6585,2.7493,2.8328,2.876,3.6888,3.768,3.7315,3.7637,3.7683,3.8547,3.9936,4.0476
sat,Olck,sant1410,Santali,,Austroasiatic,Mundaic,North Munda,Austroasiatic > Mundaic > North Munda > Kherwarian > Santalic,Austroasiatic > Mundaic,Santali,sat_Olck,997,Ol Chiki,Abugida,3,3 bytes,,,4.0651,4.2264,4.5524,5.3469,4.4068,4.5493,4.6871,5.2499,5.3901,5.4681,5.598,5.7695,3.3334,3.5921,4.0177,4.6454,4.1616,4.1444,4.282,4.803,4.8023,4.8826,5.0061,5.1652
scn,Latn,sici1248,Sicilian,,Indo-European,Classical Indo-European,Italic,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Southern Italian Romance,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Southern Italian Romance,Sicilian,scn_Latn,997,Latin,Alphabet,1,1 byte,,,3.0328,3.1899,3.351,3.3471,1.612,1.587,1.4582,1.1553,2.2721,2.1044,1.7855,1.2542,1.3716,1.3095,1.1871,0.994,1.6405,1.6347,1.5529,1.3099,1.5208,1.4862,1.394,1.1285
shn,Mymr,shan1277,Shan,,Tai-Kadai,Kam-Tai,Daic-Beic,Tai-Kadai > Kam-Tai > Daic-Beic > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Tai P > Shanic > Southern Shanic,Tai-Kadai > Southwestern Tai P,Shan,shn_Mymr,997,Burmese,Abugida,3,3 bytes,,,5.2927,5.1409,5.5158,6.5111,7.7727,8.0261,8.1877,7.7521,6.9808,7.1003,7.2757,7.4345,4.1606,4.4276,4.8244,5.2907,7.4637,7.494,7.063,6.1368,6.0528,6.1839,6.4047,6.58
sin,Sinh,sinh1246,Sinhala,,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Dhivehi-Sinhala > Sinhalaic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Dhivehi-Sinhala,Sinhala,sin_Sinh,997,Sinhala,Abugida,3,3 bytes,15218821,15163617,3.2745,3.4039,3.6809,4.2901,4.3972,4.4327,4.4426,4.5638,4.5427,4.6258,4.7603,4.8592,2.8018,2.9834,3.2316,3.4172,4.321,4.3151,4.2903,4.3588,4.1009,4.196,4.3533,4.5573
slk,Latn,slov1269,Slovak,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,Slovak,slk_Latn,997,Latin,Alphabet,1,1 byte,696039997,691361945,2.7766,2.8954,3.0333,3.1099,1.4992,1.478,1.4239,1.2945,2.0449,1.913,1.7161,1.3946,1.3872,1.3128,1.1604,0.9663,1.5079,1.4897,1.4433,1.3259,1.3742,1.3339,1.2615,1.1076
slv,Latn,slov1268,Slovenian,,Indo-European,Classical Indo-European,Balto-Slavic,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic,Slovenian,slv_Latn,997,Latin,Alphabet,1,1 byte,295443845,293532981,2.6405,2.7383,2.8249,2.7965,1.4125,1.3917,1.3249,1.2033,1.9659,1.8302,1.6184,1.304,1.2253,1.1724,1.077,0.9476,1.4274,1.4151,1.3655,1.2664,1.3069,1.2832,1.226,1.099
smo,Latn,samo1305,Samoan,,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Ellicean > Pukapukic > Samoan-Tokelauan,Austronesian > Eastern Malayo-Polynesian > Polynesian > Ellicean,Samoan,smo_Latn,997,Latin,Alphabet,1,1 byte,982573,978614,3.6699,3.9788,4.3495,4.841,1.9415,1.9159,1.741,1.3351,2.8137,2.5978,2.1521,1.4309,1.6845,1.5849,1.3481,0.9269,1.9791,1.9835,1.8751,1.5709,1.8767,1.8188,1.6443,1.2593
sna,Latn,shon1251,Shona,,Atlantic-Congo,Volta-Congo,Benue-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Shona (S.10) > Core Shona > Plateau Shona > Central Shona,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Shona (S.10),Shona,sna_Latn,997,Latin,Alphabet,1,1 byte,1015714,1010485,3.5128,3.8194,4.1961,4.6533,1.6302,1.5783,1.3956,0.997,2.4491,2.2137,1.7809,1.1001,1.4794,1.3705,1.141,0.7906,1.7102,1.7099,1.6318,1.4117,1.6173,1.5647,1.4322,1.1469
snd,Arab,sind1272,Sindhi (Arabic script),,Indo-European,Classical Indo-European,Indo-Iranian,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Sindhic > Sindhi-Kachchi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhic,Sindhi (Arabic),snd_Arab,997,Arabic,Abjad,2,2 bytes,2500046,2476633,4.3806,4.3237,3.9555,3.2543,2.4244,2.4027,2.2242,1.5809,3.5733,3.3398,2.8429,1.7565,1.8987,1.898,1.855,1.6325,2.5999,2.6843,2.7619,2.7815,2.5299,2.5642,2.5926,2.4871
