Language  Premium  PPS      BPP
heb_Hebr  1.3014   38.4142  4.5553
cmn_Hans  1.2504   36.9087  3.1864
hrv_Latn  1.0952   32.3270  3.9445
ron_Latn  1.0677   31.5155  4.7387
deu_Latn  1.0664   31.4754  4.7461
spa_Latn  1.0513   31.0301  4.9157
tha_Thai  1.0378   30.6319  11.3458
ita_Latn  1.0361   30.5807  4.8604
vie_Latn  1.0145   29.9448  5.8556
eng_Latn  1.0000   29.5165  4.2575
fra_Latn  0.9837   29.0341  5.3399
fin_Latn  0.9299   27.4463  5.0857
nya_Latn  0.9294   27.4323  5.1838
kat_Geor  0.9126   26.9358  13.8767
jpn_Jpan  0.8142   24.0311  6.6801
tam_Taml  0.7931   23.4092  17.0873
kor_Hang  0.7246   21.3872  7.0777
srp_Cyrl  0.5371   15.8536  14.3259
arb_Arab  0.5116   15.1013  13.3220
amh_Ethi  0.4694   13.8546  15.8109

# eng_Latn reference (raw_entropy, t_2.2402, t_midpoint): pps=29.5165	bpp=4.2575
