Language  Premium  PPS      BPP
kat_Geor  2.2227   51.0150  7.3268
tam_Taml  2.2144   50.8245  7.8702
tha_Thai  2.0830   47.8084  7.2695
heb_Hebr  1.7964   41.2297  4.2442
amh_Ethi  1.6108   36.9719  5.9249
arb_Arab  1.6099   36.9509  5.4445
srp_Cyrl  1.3219   30.3400  7.4857
vie_Latn  1.3098   30.0622  5.8327
spa_Latn  1.2266   28.1535  5.4180
fra_Latn  1.2024   27.5978  5.6178
ron_Latn  1.1765   27.0040  5.5304
ita_Latn  1.1723   26.9057  5.5242
nya_Latn  1.1497   26.3872  5.3891
deu_Latn  1.1046   25.3531  5.8922
jpn_Jpan  1.0752   24.6790  6.5047
hrv_Latn  1.0069   23.1103  5.5176
eng_Latn  1.0000   22.9519  5.4752
fin_Latn  0.9521   21.8526  6.3875
kor_Hang  0.9421   21.6219  7.0009
cmn_Hans  0.8129   18.6570  6.3036

# eng_Latn reference (norm_entropy, t_1.0762, t_upper_bound): pps=22.9519	bpp=5.4752
