Language  Premium  PPS      BPP
heb_Hebr  2.3033   53.2106  3.2886
kat_Geor  2.1149   48.8586  7.6502
tha_Thai  1.7159   39.6409  8.7673
tam_Taml  1.6113   37.2247  10.7456
vie_Latn  1.3044   30.1354  5.8186
amh_Ethi  1.2709   29.3611  7.4607
deu_Latn  1.1549   26.6820  5.5987
spa_Latn  1.0874   25.1204  6.0722
fra_Latn  1.0795   24.9388  6.2167
cmn_Hans  1.0552   24.3781  4.8243
ron_Latn  1.0458   24.1605  6.1813
ita_Latn  1.0007   23.1174  6.4295
eng_Latn  1.0000   23.1023  5.4396
jpn_Jpan  0.9750   22.5256  7.1265
arb_Arab  0.9453   21.8385  9.2121
hrv_Latn  0.9406   21.7292  5.8683
fin_Latn  0.9206   21.2688  6.5628
srp_Cyrl  0.8518   19.6780  11.5416
kor_Hang  0.8484   19.6008  7.7228
nya_Latn  0.8429   19.4724  7.3028

# eng_Latn reference (combined, t_1.2656, t_upper_bound): pps=23.1023	bpp=5.4396
