Language  Premium  PPS      BPP
cmn_Hans  1.5013   54.8014  2.1461
heb_Hebr  1.2948   47.2618  3.7025
hrv_Latn  1.0799   39.4173  3.2349
ron_Latn  1.0714   39.1093  3.8186
ita_Latn  1.0596   38.6780  3.8429
fin_Latn  1.0513   38.3731  3.6375
deu_Latn  1.0508   38.3561  3.8947
spa_Latn  1.0446   38.1284  4.0006
fra_Latn  1.0285   37.5416  4.1298
eng_Latn  1.0000   36.5015  3.4428
nya_Latn  0.9912   36.1805  3.9304
jpn_Jpan  0.9694   35.3831  4.5369
kat_Geor  0.9409   34.3430  10.8837
tha_Thai  0.9402   34.3200  10.1266
vie_Latn  0.9349   34.1244  5.1384
tam_Taml  0.8238   30.0702  13.3022
arb_Arab  0.7898   28.8295  6.9783
kor_Hang  0.7799   28.4684  5.3172
srp_Cyrl  0.5851   21.3571  10.6342
amh_Ethi  0.5514   20.1274  10.8833

# eng_Latn reference (raw_entropy, t_1.8057, t_lower_bound): pps=36.5015	bpp=3.4428
