Language  Premium  PPS      BPP
heb_Hebr  1.7260   56.6098  3.0911
amh_Ethi  1.5926   52.2347  4.1936
kat_Geor  1.5481   50.7733  7.3617
tha_Thai  1.5246   50.0020  6.9506
cmn_Hans  1.5092   49.4985  2.3760
arb_Arab  1.4873   48.7783  4.1244
tam_Taml  1.4059   46.1113  8.6747
kor_Hang  1.3342   43.7583  3.4593
jpn_Jpan  1.2545   41.1434  3.9017
srp_Cyrl  1.1968   39.2528  5.7860
vie_Latn  1.1783   38.6449  4.5373
deu_Latn  1.1464   37.5988  3.9731
ita_Latn  1.1130   36.5025  4.0719
spa_Latn  1.0947   35.9017  4.2487
nya_Latn  1.0847   35.5757  3.9972
hrv_Latn  1.0765   35.3049  3.6118
ron_Latn  1.0709   35.1234  4.2520
fra_Latn  1.0679   35.0241  4.4266
fin_Latn  1.0678   35.0211  3.9857
eng_Latn  1.0000   32.7974  3.8316

# eng_Latn reference (combined, t_0.2754, t_anchor): pps=32.7974	bpp=3.8316
