Glottocode,Code,Code_Orig,Sentences,Notes,CC_Pages,CC_Urls,Name,Script,Script_Type,Bytes_Per_Char,Family,Full_Classification,Minimal_Full_Classification,combined_t_0.0000_bpp,combined_t_0.0000_pps,combined_t_0.0000_pps_premium,combined_t_0.2578_bpp,combined_t_0.2578_pps,combined_t_0.2578_pps_premium,combined_t_0.4717_bpp,combined_t_0.4717_pps,combined_t_0.4717_pps_premium,combined_t_0.9434_bpp,combined_t_0.9434_pps,combined_t_0.9434_pps_premium,norm_entropy_t_0.4023_bpp,norm_entropy_t_0.4023_pps,norm_entropy_t_0.4023_pps_premium,norm_entropy_t_0.5293_bpp,norm_entropy_t_0.5293_pps,norm_entropy_t_0.5293_pps_premium,norm_entropy_t_0.7173_bpp,norm_entropy_t_0.7173_pps,norm_entropy_t_0.7173_pps_premium,norm_entropy_t_1.0322_bpp,norm_entropy_t_1.0322_pps,norm_entropy_t_1.0322_pps_premium,raw_entropy_t_1.2041_bpp,raw_entropy_t_1.2041_pps,raw_entropy_t_1.2041_pps_premium,raw_entropy_t_1.3340_bpp,raw_entropy_t_1.3340_pps,raw_entropy_t_1.3340_pps_premium,raw_entropy_t_1.5117_bpp,raw_entropy_t_1.5117_pps,raw_entropy_t_1.5117_pps_premium,raw_entropy_t_1.8193_bpp,raw_entropy_t_1.8193_pps,raw_entropy_t_1.8193_pps_premium,raw_monotonicity_t_0.2359_bpp,raw_monotonicity_t_0.2359_pps,raw_monotonicity_t_0.2359_pps_premium,raw_monotonicity_t_0.3662_bpp,raw_monotonicity_t_0.3662_pps,raw_monotonicity_t_0.3662_pps_premium,raw_monotonicity_t_0.5899_bpp,raw_monotonicity_t_0.5899_pps,raw_monotonicity_t_0.5899_pps_premium,raw_monotonicity_t_0.9439_bpp,raw_monotonicity_t_0.9439_pps,raw_monotonicity_t_0.9439_pps_premium
nort2697,azj,azj_Latn,997,,101494110.0,101070335.0,North Azerbaijani,Latn,Alphabet,1 byte,Turkic,Turkic > Common Turkic > Oghuz > Nuclear Oghuz > Central Oghuz,Turkic > Common Turkic > Oghuz > Central Oghuz,2.0397,77.8877,2.1754,2.4714,64.2839,1.9587,2.8568,55.6108,1.8272,4.1197,38.5637,1.677,2.5313,62.7623,1.742,3.0813,51.5597,1.5716,4.4142,35.991,1.255,7.883,20.1535,0.876,1.2087,131.4433,3.6476,1.2315,129.01,3.9334,1.2703,125.0622,4.3719,1.3804,115.0923,5.008,2.4198,65.655,1.8225,2.6467,60.0261,1.8321,3.0988,51.2678,1.7968,4.11,38.655,1.6804
bash1264,bak,bak_Cyrl,997,,3656842.0,3651302.0,Bashkir,Cyrl,Alphabet,2 bytes,Turkic,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > North Kipchak > Bashkiric,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > North Kipchak,1.9693,118.9659,3.3228,2.4259,96.5737,2.9426,3.0369,77.1454,2.5347,6.3412,36.9458,1.6067,2.9368,79.7743,2.2142,3.3966,68.9749,2.1024,4.2819,54.7141,1.9079,6.648,35.2407,1.5318,1.2764,183.5436,5.0935,1.367,171.3872,5.2255,1.543,151.8305,5.3077,2.1293,110.0261,4.7875,2.367,98.9779,2.7475,2.6935,86.9799,2.6548,3.5314,66.341,2.325,6.3417,36.9428,1.6059
bamb1269,bam,bam_Latn,997,,,,Bambara,Latn,Alphabet,1 byte,Mande,Mande > Western Mande > Manding-Kpelle > Central Mande > Manding-Jogo > Manding-Vai > Manding-Mokole > Manding > East Manding,Mande,1.979,66.4483,1.8559,2.5085,52.4233,1.5973,3.2007,41.0853,1.3499,6.4297,20.4524,0.8894,2.6313,49.9759,1.3871,3.0823,42.664,1.3004,4.0224,32.6931,1.14,6.7971,19.347,0.841,1.0789,121.8847,3.3824,1.0954,120.0502,3.6602,1.1245,116.9478,4.0883,1.2059,109.0481,4.745,2.4372,53.9569,1.4978,2.8162,46.6961,1.4253,3.7227,35.325,1.238,6.4006,20.5456,0.8931
bali1278,ban,ban_Latn,997,,,,Balinese,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Bali-Sasak-Sumbawa,Austronesian > Bali-Sasak-Sumbawa,2.0838,67.7182,1.8914,2.4557,57.4634,1.7509,2.8752,49.0802,1.6126,4.8996,28.8014,1.2525,2.7288,51.7121,1.4353,3.1986,44.1174,1.3447,4.1968,33.6239,1.1725,6.5857,21.4273,0.9314,1.2043,117.1795,3.2518,1.2517,112.7402,3.4374,1.3508,104.4694,3.652,1.6617,84.9198,3.6951,2.3964,58.8867,1.6346,2.6349,53.5567,1.6347,3.1869,44.2798,1.5518,4.8909,28.8526,1.2542
bela1254,bel,bel_Cyrl,997,,33213142.0,33052697.0,Belarusian,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > East Slavic,Indo-European > Balto-Slavic > Slavic > East Slavic,1.98,133.011,3.715,2.3043,114.2919,3.4824,2.7244,96.668,3.1762,5.0258,52.4022,2.2789,3.2509,81.012,2.2485,3.664,71.8776,2.1909,4.3909,59.9789,2.0915,5.9333,44.3872,1.9294,2.2973,114.6409,3.1814,2.6612,98.9639,3.0173,3.3213,79.2959,2.772,5.0421,52.2327,2.2728,2.2496,117.0702,3.2498,2.4844,106.005,3.2355,3.077,85.5908,2.9996,5.0292,52.3671,2.2764
bemb1257,bem,bem_Latn,997,,,,Bemba,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Sabi > Malungu-Central Sabi > Central Sabi > Bemba (M.40),Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Sabi,1.9762,79.0361,2.2075,2.3473,66.5416,2.0275,2.849,54.8235,1.8013,5.7425,27.1996,1.1828,2.6703,58.4915,1.6235,3.1261,49.9639,1.5229,4.1518,37.6209,1.3119,7.1156,21.9509,0.9541,1.1245,138.8937,3.8544,1.1528,135.4925,4.1311,1.2057,129.5406,4.5285,1.3919,112.2146,4.8827,2.3004,67.8977,1.8848,2.5648,60.8977,1.8587,3.2726,47.7272,1.6727,5.7416,27.2036,1.1826
beng1280,ben,ben_Beng,997,,177892101.0,177246797.0,Bengali,Beng,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Oriya-Gauda-Kamrupa > Gauda-Kamrupa > Gauda-Banga,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Gauda-Kamrupa > Gauda-Banga,2.2951,144.0311,4.0228,2.5238,130.9809,3.9909,2.7813,118.8536,3.9051,3.8182,86.5747,3.7649,3.5598,92.8606,2.5774,3.7759,87.5466,2.6685,4.1678,79.3139,2.7658,5.0895,64.9498,2.8232,3.1435,105.1565,2.9182,3.297,100.2618,3.0569,3.5263,93.7422,3.277,4.0772,81.0752,3.5278,2.4472,135.0802,3.7497,2.6138,126.4684,3.8601,2.9566,111.8064,3.9184,3.7798,87.4544,3.8017
bhoj1244,bho,bho_Deva,997,,,,Bhojpuri,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari > Magadhan > Bhojpuric,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari > Bhojpuric,2.364,131.7182,3.6789,2.5493,122.1444,3.7217,2.7465,113.3741,3.7251,3.7753,82.4784,3.5868,3.4994,88.9799,2.4697,3.6992,84.1745,2.5657,4.1267,75.4544,2.6312,4.9758,62.5787,2.7201,3.2378,96.1695,2.6688,3.3681,92.4504,2.8187,3.5618,87.4223,3.0561,4.1933,74.2568,3.2311,2.4676,126.1866,3.5028,2.5958,119.9539,3.6612,2.9674,104.9318,3.6775,3.7333,83.4052,3.6257
banj1239,bjn,bjn_Arab,997,,,,Banjar (Jawi script),Arab,Abjad,2 bytes,Austronesian,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > East Borneo Malay > Banjar-Berau-Brunei Malay > Banjar-Bukit Malay,Austronesian > Malayo-Chamic > Malayic > East Borneo Malay,1.9693,107.9348,3.0147,2.4034,88.4393,2.6947,2.9528,71.984,2.3651,6.2239,34.1515,1.4852,2.9209,72.7703,2.0198,3.2383,65.6379,2.0007,3.8413,55.334,1.9296,5.805,36.6158,1.5916,1.3049,162.8937,4.5204,1.4591,145.679,4.4416,1.8205,116.7553,4.0815,2.7948,76.0522,3.3092,2.3505,90.4303,2.5103,2.645,80.3601,2.4527,3.4049,62.4253,2.1878,6.2033,34.2648,1.4895
banj1239,bjn,bjn_Latn,997,,,,Banjar (Latin script),Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > East Borneo Malay > Banjar-Berau-Brunei Malay > Banjar-Bukit Malay,Austronesian > Malayo-Chamic > Malayic > East Borneo Malay,2.0857,63.5637,1.7754,2.3935,55.3902,1.6877,2.7444,48.3069,1.5872,4.2774,30.994,1.3479,2.7548,48.1254,1.3357,3.1569,41.995,1.28,4.0271,32.9208,1.148,6.2492,21.2146,0.9221,1.2897,102.7954,2.8526,1.3727,96.5777,2.9446,1.5351,86.3621,3.019,1.9372,68.4363,2.9778,2.3434,56.5727,1.5704,2.5499,51.993,1.5869,2.987,44.3842,1.5555,4.2741,31.0181,1.3484
utsa1239,bod,bod_Tibt,997,,2687733.0,2676577.0,Lhasa Tibetan,Tibt,Abugida,3 bytes,Sino-Tibetan,Sino-Tibetan > Bodic > Bodish > Early Old Tibetan > Middle Old Tibetan > Late Old Tibetan > Central Tibetan > Tibetan > Ü,Sino-Tibetan > Bodic > Central Tibetan,2.1179,198.3119,5.5389,2.231,188.2628,5.7363,2.466,170.322,5.5962,3.5801,117.319,5.1019,3.9667,105.8847,2.9389,4.0157,104.5928,3.1881,4.0864,102.7844,3.5842,4.2625,98.5366,4.2831,3.4771,120.7934,3.3521,3.7,113.5165,3.461,3.8786,108.2889,3.7856,4.0066,104.8305,4.5614,2.126,197.5557,5.484,2.2995,182.656,5.575,2.6558,158.1494,5.5426,3.5517,118.2558,5.1407
bosn1245,bos,bos_Latn,997,,89749135.0,89368171.0,Bosnian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian > Shtokavski > New Shtokavian > Eastern Herzegovinian Shtokavian,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian,2.1748,59.995,1.6757,2.5985,50.2106,1.5299,3.0694,42.5085,1.3967,4.4912,29.0512,1.2634,2.9445,44.3119,1.2299,3.3712,38.7031,1.1797,4.1277,31.6098,1.1023,5.772,22.6048,0.9826,1.4132,92.328,2.5622,1.5148,86.1344,2.6262,1.7003,76.7372,2.6826,2.1706,60.1103,2.6155,2.525,51.672,1.4344,2.8016,46.5717,1.4215,3.3621,38.8074,1.3601,4.4872,29.0772,1.264
bodo1269,brx,brx_Deva,997,dev only,,,Bodo,Deva,Abugida,3 bytes,Sino-Tibetan,Sino-Tibetan > Brahmaputran > Bodo-Garo > Boroic > Tiwa-Boro > Bodo-Mech-Kachari,Sino-Tibetan > Brahmaputran > Bodo-Garo,2.3713,149.0331,4.1625,2.5994,135.9579,4.1426,2.7914,126.6048,4.1598,3.6139,97.7914,4.2527,3.4245,103.2006,2.8644,3.6169,97.7101,2.9783,4.0335,87.6179,3.0553,5.0416,70.0983,3.047,3.1075,113.7262,3.156,3.2542,108.5988,3.3111,3.4253,103.1745,3.6068,4.0125,88.0762,3.8324,2.5344,139.4443,3.8709,2.6641,132.653,4.0488,2.9423,120.1133,4.2095,3.5795,98.7302,4.2919
bugi1244,bug,bug_Latn,997,,,,Buginese,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Greater South Sulawesi > South Sulawesi > Tamanic-Bugis > Bugis,Austronesian > Greater South Sulawesi,1.9989,69.3892,1.9381,2.3775,58.339,1.7776,2.8504,48.661,1.5988,5.2292,26.5246,1.1535,2.7116,51.1515,1.4197,3.2065,43.2568,1.3185,4.392,31.5807,1.1013,7.0546,19.661,0.8546,1.1513,120.4714,3.3432,1.1825,117.2929,3.5762,1.2469,111.2357,3.8886,1.4507,95.6118,4.1603,2.3242,59.678,1.6566,2.5849,53.659,1.6378,3.2231,43.0341,1.5082,5.2252,26.5446,1.1539
bulg1262,bul,bul_Cyrl,997,,565391748.0,562504908.0,Bulgarian,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic > Macedo-Bulgarian,Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic,2.2952,103.6981,2.8963,2.6599,89.4824,2.7265,3.1733,75.005,2.4644,6.1624,38.6229,1.6796,3.6391,65.4042,1.8153,4.1167,57.8154,1.7623,4.98,47.7934,1.6666,6.6906,35.5737,1.5463,3.8098,62.4734,1.7337,4.5497,52.3129,1.595,5.7258,41.5677,1.4531,8.2352,28.9017,1.2576,2.503,95.0903,2.6396,2.8337,83.993,2.5636,3.6811,64.657,2.266,6.1658,38.6018,1.678
stan1289,cat,cat_Latn,997,,437938570.0,434641260.0,Catalan,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance,2.4687,57.2688,1.5995,2.8892,48.9328,1.491,3.3372,42.3641,1.3919,4.8971,28.8696,1.2555,3.0274,46.7001,1.2962,3.4086,41.4774,1.2643,4.0432,34.9669,1.2193,5.3305,26.5226,1.1529,1.9124,73.9268,2.0515,2.0926,67.5617,2.0599,2.4031,58.8305,2.0566,3.249,43.5145,1.8934,2.7356,51.68,1.4346,3.0383,46.5316,1.4202,3.647,38.7653,1.3586,4.8937,28.8897,1.2559
cebu1242,ceb,ceb_Latn,997,,4026407.0,4021798.0,Cebuano,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bisayan,Austronesian > Greater Central Philippine > Bisayan,2.1575,69.8556,1.9511,2.4552,61.3862,1.8704,2.7903,54.014,1.7747,4.2727,35.2738,1.534,2.5403,59.329,1.6467,2.8646,52.6138,1.6037,3.5597,42.34,1.4764,6.1601,24.4664,1.0635,1.2576,119.8445,3.3258,1.3248,113.7693,3.4687,1.4604,103.2016,3.6077,1.7708,85.1123,3.7034,2.4143,62.4253,1.7329,2.6057,57.8405,1.7654,3.0398,49.5817,1.7377,4.2718,35.2818,1.5337
czec1258,ces,ces_Latn,997,,2097546956.0,2080674183.0,Czech,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,2.3961,56.9218,1.5898,2.7716,49.2096,1.4994,3.1697,43.0291,1.4138,4.5634,29.8877,1.2997,2.8606,47.679,1.3233,3.209,42.5025,1.2955,3.9055,34.9228,1.2178,5.5892,24.4022,1.0607,1.7381,78.4704,2.1776,1.8774,72.6479,2.215,2.1053,64.7834,2.2647,2.6318,51.8235,2.255,2.6439,51.5858,1.432,2.915,46.7894,1.4281,3.4339,39.7182,1.392,4.5484,29.986,1.3035
chuv1255,chv,chv_Cyrl,997,,,,Chuvash,Cyrl,Alphabet,2 bytes,Turkic,Turkic > Bolgar,Turkic > Bolgar,2.0139,120.1494,3.3558,2.4191,100.0251,3.0477,2.9468,82.1123,2.6979,5.5607,43.5145,1.8923,2.9465,82.1204,2.2793,3.3267,72.7362,2.2171,4.0573,59.6389,2.0797,6.113,39.5827,1.7205,1.3148,184.0391,5.1072,1.4232,170.0201,5.1838,1.6265,148.7723,5.2008,2.2406,107.993,4.699,2.3672,102.2187,2.8375,2.6494,91.329,2.7875,3.3681,71.8415,2.5178,5.5608,43.5135,1.8916
chok1245,cjk,cjk_Latn,997,,,,Chokwe,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > Central-Western Bantu > Njila > Southern Njila > Chokwe-Lunda > Chokwe-Ngangela-Nyemba (K.20) > Chokwe-Lwena,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Central-Western Bantu > Njila > Southern Njila > Chokwe-Lunda,1.9491,70.1314,1.9588,2.2944,59.5777,1.8153,2.7729,49.2959,1.6197,5.3991,25.318,1.101,2.6429,51.7212,1.4355,3.0865,44.2879,1.3499,4.0371,33.8596,1.1807,6.9465,19.678,0.8553,1.1164,122.4453,3.3979,1.1453,119.3521,3.639,1.2036,113.5717,3.9702,1.4218,96.1394,4.1833,2.2463,60.8526,1.6892,2.5008,54.66,1.6683,3.1526,43.3591,1.5196,5.3765,25.4243,1.1052
cent1972,ckb,ckb_Arab,997,,12098280.0,12051123.0,Central Kurdish,Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Central Iranian PBS > Central Iranian PB > Northwestern Iranian > Laki-Kurdish > Kurdish,Indo-European > Indo-Iranian > Iranian-Nuristani > Central Iranian PBS,1.9748,117.9679,3.2949,2.8916,80.5637,2.4548,4.3018,54.1545,1.7793,13.1207,17.7553,0.7721,3.2316,72.0893,2.0009,3.894,59.8255,1.8235,4.982,46.7603,1.6306,7.6523,30.4433,1.3233,1.14,204.347,5.6708,1.1992,194.2558,5.9227,1.3633,170.8756,5.9735,2.3758,98.0542,4.2666,2.7717,84.0491,2.3331,3.481,66.9228,2.0426,5.5395,42.0542,1.4738,13.1214,17.7543,0.7718
beij1234,cmn,cmn_Hans,997,,10899511187.0,10856245131.0,Mandarin Chinese (Standard Beijing),Hans,Logographic,3 bytes,Sino-Tibetan,Sino-Tibetan > Sinitic > Classical-Middle-Modern Sinitic > Middle-Modern Sinitic > Northern Chinese > Mandarinic > Mandarin Chinese > Beijingic,Sino-Tibetan > Sinitic > Northern Chinese,2.0223,58.1555,1.6243,2.2391,52.5236,1.6004,2.458,47.8465,1.5721,3.364,34.9609,1.5204,2.9571,39.7713,1.1039,3.444,34.1484,1.0409,4.2287,27.8114,0.9698,5.6845,20.6891,0.8993,1.3925,84.4574,2.3438,1.4524,80.9739,2.4688,1.5693,74.9428,2.6198,1.9757,59.5256,2.5901,2.1757,54.0552,1.5005,2.3144,50.8154,1.551,2.6131,45.007,1.5773,3.3531,35.0742,1.5247
taib1240,cmn,cmn_Hant,997,,10899511187.0,10856245131.0,Mandarin Chinese (Taiwanese),Hant,Logographic,3 bytes,Sino-Tibetan,Sino-Tibetan > Sinitic > Classical-Middle-Modern Sinitic > Middle-Modern Sinitic > Northern Chinese > Mandarinic > Mandarin Chinese > Beijingic,Sino-Tibetan > Sinitic > Northern Chinese,1.961,57.008,1.5923,2.1676,51.5747,1.5715,2.3775,47.0211,1.545,3.1667,35.3029,1.5352,3.101,36.0512,1.0006,3.571,31.3059,0.9542,4.2647,26.2136,0.9141,5.4722,20.4293,0.888,1.3437,83.1966,2.3088,1.3969,80.0281,2.44,1.4979,74.6349,2.6091,1.8774,59.5476,2.5911,2.1113,52.9509,1.4699,2.2477,49.7372,1.5181,2.5262,44.2538,1.5509,3.16,35.3781,1.5379
crim1257,crh,crh_Latn,997,,,,Crimean Tatar,Latn,Alphabet,1 byte,Turkic,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > West Kipchak > Crimean Tatar-Urum > Crimeaic,Turkic > Common Turkic > Kipchak-Turkestan > Kipchak > Northwest Kipchak > West Kipchak,2.0564,69.1846,1.9323,2.4304,58.5376,1.7836,2.7894,51.003,1.6758,4.2209,33.7061,1.4658,2.6525,53.6359,1.4887,3.1865,44.6479,1.3609,4.4069,32.2828,1.1257,7.3615,19.326,0.84,1.2245,116.1825,3.2241,1.2628,112.658,3.4349,1.3338,106.666,3.7288,1.5678,90.7442,3.9485,2.3787,59.8084,1.6602,2.5923,54.8806,1.6751,3.0248,47.0341,1.6484,4.2122,33.7753,1.4682
wels1247,cym,cym_Latn,997,,20737905.0,20624391.0,Welsh,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Celtic > Nuclear Celtic > Core Celtic > Insular Celtic > Brythonic > Old-Modern Welsh,Indo-European > Celtic > Brythonic,2.1047,63.9147,1.7852,2.8677,46.9087,1.4293,3.7665,35.7151,1.1735,7.3048,18.4152,0.8008,2.8843,46.6389,1.2945,3.6241,37.1184,1.1314,5.0254,26.7683,0.9334,7.3324,18.346,0.7974,1.0656,126.2377,3.5032,1.0772,124.8806,3.8075,1.0947,122.8857,4.2958,1.1432,117.67,5.1201,2.7795,48.3982,1.3435,3.2696,41.1434,1.2558,4.397,30.5938,1.0722,7.2574,18.5356,0.8058
dani1285,dan,dan_Latn,997,,880593500.0,873291872.0,Danish,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > South Scandinavian,Indo-European > Germanic > North Germanic > South Scandinavian,2.4132,54.7382,1.5289,2.8242,46.7733,1.4252,3.2651,40.4574,1.3293,4.5705,28.9017,1.2569,2.9631,44.5797,1.2373,3.4052,38.7924,1.1824,4.1856,31.5597,1.1005,5.6169,23.5176,1.0222,1.6056,82.2698,2.283,1.7222,76.7041,2.3387,1.9365,68.2136,2.3846,2.5408,51.99,2.2622,2.7039,48.8546,1.3562,2.988,44.2086,1.3493,3.5466,37.2457,1.3053,4.5661,28.9298,1.2576
darg1241,dar,dar_Cyrl,997,dev only,,,Dargwa,Cyrl,Alphabet,2 bytes,Nakh-Daghestanian,Nakh-Daghestanian > Daghestanian > Dargwic,Nakh-Daghestanian,1.9764,136.2076,3.8043,2.2811,118.0171,3.5959,2.6875,100.1685,3.2912,4.9104,54.8235,2.3841,2.9729,90.5537,2.5133,3.3409,80.5787,2.4561,3.9717,67.7803,2.3636,5.6823,47.3761,2.0593,1.6423,163.9178,4.5488,1.8374,146.5115,4.467,2.2065,122.007,4.2651,3.3019,81.5296,3.5476,2.2383,120.2728,3.3387,2.4586,109.4945,3.342,3.0229,89.0562,3.1211,4.9123,54.8024,2.3823
stan1295,deu,deu_Latn,997,,11072171606.0,10978241043.0,German,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > High German > Upper German > Middle-Modern High German > Modern High German > Upper Franconian > Global German,Indo-European > Germanic > West Germanic > High German > Upper German,2.7937,53.4714,1.4935,3.1423,47.5396,1.4485,3.4931,42.7653,1.4051,4.715,31.683,1.3778,3.2676,45.7172,1.2689,3.6465,40.9659,1.2487,4.2925,34.8014,1.2136,5.6071,26.6419,1.158,2.3823,62.7061,1.7401,2.6355,56.682,1.7282,3.0464,49.0361,1.7142,3.9296,38.015,1.6541,2.9432,50.7563,1.409,3.2358,46.1665,1.4091,3.7695,39.6299,1.3889,4.7154,31.68,1.3772
dogr1250,dgo,dgo_Deva,997,dev only,,,Dogri,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Eastern Dardic > Himachali > Kangric-Chamealic-Bhattiyali > Kangri-Dogri,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Eastern Dardic > Himachali,2.3769,144.0341,4.0229,2.5865,132.3601,4.033,2.8059,122.01,4.0088,3.821,89.5988,3.8964,3.5649,96.0331,2.6654,3.7678,90.8626,2.7696,4.172,82.0602,2.8615,5.1305,66.7292,2.9005,3.2346,105.8425,2.9372,3.3867,101.0863,3.082,3.6061,94.9368,3.3188,4.2047,81.4223,3.5429,2.5008,136.8967,3.8001,2.6455,129.4092,3.9498,3.0359,112.7673,3.9521,3.782,90.5226,3.9351
sout2832,dik,dik_Latn,997,,,,Southwestern Dinka,Latn,Alphabet,1 byte,Nilotic,Nilotic > Western Nilotic > Dinka-Nuer > Dinka,Nilotic > Dinka-Nuer > Dinka,2.0541,59.3751,1.6584,2.4859,49.0602,1.4948,3.0262,40.3019,1.3242,5.6032,21.7663,0.9466,2.5411,47.995,1.3321,2.9565,41.2518,1.2574,3.8482,31.6931,1.1052,6.7602,18.0411,0.7842,1.0994,110.9318,3.0784,1.1158,109.2989,3.3324,1.1437,106.6379,3.7278,1.2149,100.3862,4.3681,2.4237,50.321,1.3969,2.7192,44.8526,1.369,3.4349,35.5065,1.2444,5.5696,21.8977,0.9519
dyul1238,dyu,dyu_Latn,997,,,,Dyula,Latn,Alphabet,1 byte,Mande,Mande > Western Mande > Manding-Kpelle > Central Mande > Manding-Jogo > Manding-Vai > Manding-Mokole > Manding > East Manding,Mande,1.942,69.4734,1.9404,2.4103,55.9769,1.7056,2.9948,45.0512,1.4802,6.1639,21.8887,0.9519,2.7359,49.3149,1.3688,3.2394,41.6499,1.2695,4.2721,31.5817,1.1013,6.5694,20.5376,0.8927,1.1004,122.6148,3.4026,1.1197,120.4995,3.6739,1.1534,116.9789,4.0893,1.2661,106.5637,4.6369,2.347,57.4855,1.5958,2.6621,50.681,1.5469,3.4439,39.1765,1.373,6.1445,21.9579,0.9545
dzon1239,dzo,dzo_Tibt,997,,208006.0,207770.0,Dzongkha,Tibt,Abugida,3 bytes,Sino-Tibetan,Sino-Tibetan > Bodic > Bodish > Early Old Tibetan > Middle Old Tibetan > Late Old Tibetan > Southern Tibetic > Dzongkhic > Nuclear Dzongkhic,Sino-Tibetan > Bodic > Southern Tibetic,1.9966,232.8576,6.5038,2.1,221.3922,6.7458,2.3354,199.0762,6.541,3.5391,131.3691,5.7129,4.0488,114.8305,3.1872,4.0964,113.4965,3.4595,4.1668,111.5787,3.8909,4.353,106.8044,4.6425,3.4953,133.014,3.6912,3.752,123.9147,3.7781,3.9447,117.8596,4.1201,4.0873,113.7472,4.9494,2.0053,231.8465,6.4359,2.1689,214.3641,6.5428,2.5431,182.8154,6.407,3.5138,132.3129,5.7517
esto1258,ekk,ekk_Latn,997,,270383021.0,268165050.0,Estonian,Latn,Alphabet,1 byte,Uralic,Uralic > Finnic > Coastal Finnic > Neva > Central Finnic,Uralic > Finnic > Central Finnic,2.0491,62.1194,1.735,2.6253,48.4845,1.4773,3.2983,38.5908,1.268,6.1652,20.6459,0.8978,2.7564,46.1775,1.2817,3.4163,37.2588,1.1357,4.9735,25.5928,0.8925,7.7522,16.4193,0.7137,1.1111,114.5587,3.1791,1.1336,112.2798,3.4233,1.1737,108.4443,3.791,1.3015,97.7994,4.2555,2.5526,49.8646,1.3842,2.9325,43.4052,1.3248,3.7716,33.7482,1.1828,6.1499,20.6971,0.8997
