Language  Premium  PPS      BPP
heb_Hebr  2.4207   55.3801  3.1598
kat_Geor  2.3768   54.3761  6.8740
tha_Thai  2.0172   46.1484  7.5310
tam_Taml  1.8366   42.0160  9.5202
vie_Latn  1.3710   31.3661  5.5903
amh_Ethi  1.3689   31.3180  6.9945
deu_Latn  1.1544   26.4102  5.6563
jpn_Jpan  1.1075   25.3380  6.3355
fra_Latn  1.1007   25.1815  6.1568
spa_Latn  1.0971   25.0983  6.0775
cmn_Hans  1.0579   24.2026  4.8593
ron_Latn  1.0562   24.1625  6.1808
arb_Arab  1.0160   23.2427  8.6556
eng_Latn  1.0000   22.8776  5.4930
ita_Latn  0.9815   22.4534  6.6197
hrv_Latn  0.9417   21.5446  5.9185
fin_Latn  0.9186   21.0160  6.6418
nya_Latn  0.8671   19.8365  7.1688
srp_Cyrl  0.8629   19.7402  11.5053
kor_Hang  0.8415   19.2518  7.8628

# eng_Latn reference (raw_monotonicity, t_1.2951, t_upper_bound): pps=22.8776	bpp=5.4930
