Language  Premium  PPS      BPP
cmn_Hans  1.2203   28.4082  4.1399
heb_Hebr  1.1394   26.5246  6.5972
hrv_Latn  1.0818   25.1836  5.0633
vie_Latn  1.0796   25.1334  6.9766
spa_Latn  1.0775   25.0832  6.0812
deu_Latn  1.0735   24.9920  5.9773
tha_Thai  1.0679   24.8596  13.9803
ron_Latn  1.0630   24.7472  6.0348
ita_Latn  1.0215   23.7793  6.2505
eng_Latn  1.0000   23.2798  5.3981
fra_Latn  0.9658   22.4835  6.8957
kat_Geor  0.9306   21.6640  17.2535
fin_Latn  0.8632   20.0953  6.9461
jpn_Jpan  0.7514   17.4935  9.1765
nya_Latn  0.7304   17.0030  8.3634
kor_Hang  0.7272   16.9288  8.9417
tam_Taml  0.7105   16.5396  24.1844
srp_Cyrl  0.5656   13.1665  17.2496
amh_Ethi  0.3845   8.9509   24.4729
arb_Arab  0.3794   8.8315   22.7798

# eng_Latn reference (raw_entropy, t_2.5039, t_upper_bound): pps=23.2798	bpp=5.3981
