Glottocode,Code,Code_Orig,Sentences,Notes,CC_Pages,CC_Urls,Name,Script,Script_Type,Bytes_Per_Char,Family,Full_Classification,Minimal_Full_Classification,char_raw_entropy_t_1.8320_bpp,char_raw_entropy_t_1.8320_pps,char_raw_entropy_t_1.8320_pps_premium,char_raw_entropy_t_1.9448_bpp,char_raw_entropy_t_1.9448_pps,char_raw_entropy_t_1.9448_pps_premium,char_raw_entropy_t_2.1167_bpp,char_raw_entropy_t_2.1167_pps,char_raw_entropy_t_2.1167_pps_premium,char_raw_entropy_t_2.4014_bpp,char_raw_entropy_t_2.4014_pps,char_raw_entropy_t_2.4014_pps_premium,char_raw_monotonicity_t_0.5206_bpp,char_raw_monotonicity_t_0.5206_pps,char_raw_monotonicity_t_0.5206_pps_premium,char_raw_monotonicity_t_0.6646_bpp,char_raw_monotonicity_t_0.6646_pps,char_raw_monotonicity_t_0.6646_pps_premium,char_raw_monotonicity_t_0.8922_bpp,char_raw_monotonicity_t_0.8922_pps,char_raw_monotonicity_t_0.8922_pps_premium,char_raw_monotonicity_t_1.2639_bpp,char_raw_monotonicity_t_1.2639_pps,char_raw_monotonicity_t_1.2639_pps_premium
stan1325,lvs,lvs_Latn,997,,187747266.0,186329970.0,Standard Latvian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Eastern Baltic > Latvian > Low Latvian,Indo-European > Balto-Slavic > Eastern Baltic > Latvian > Low Latvian,,,,,,,,,,,,,,,,,,,,,,,,
maga1260,mag,mag_Deva,997,,,,Magahi,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari > Magadhan,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari,,,,,,,,,,,,,,,,,,,,,,,,
mait1250,mai,mai_Deva,997,,,,Maithili,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari > Magadhan,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Shaurasenic > Bihari,,,,,,,,,,,,,,,,,,,,,,,,
mala1464,mal,mal_Mlym,997,,42323749.0,42163531.0,Malayalam,Mlym,Abugida,3 bytes,Dravidian,Dravidian > South Dravidian > South Dravidian I > Tamil-Kannada > Tamil-Kota > Tamil-Toda > Tamil-Irula > Tamil-Kodagu > Tamil-Malayalam > Malayalamoid,Dravidian > South Dravidian I > Tamil-Kota > Malayalamoid,,,,,,,,,,,,,,,,,,,,,,,,
mara1378,mar,mar_Deva,997,,39315064.0,39068391.0,Marathi,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone > Marathic > Marathi-Konkani > Old-Modern Marathi > Modern Marathi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Southern zone > Old-Modern Marathi,,,,,,,,,,,,,,,,,,,,,,,,
mori1278,mfe,mfe_Latn,997,,234376.0,233209.0,Mauritian Creole,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Oil > Central Oil > Macro-French > Isle-de-France Creole,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Northwestern Shifted Romance > Gallo-Rhaetian > Isle-de-France Creole,,,,,,,,,,,,,,,,,,,,,,,,
gras1239,mhr,mhr_Cyrl,997,,,,Meadow Mari,Cyrl,Alphabet,2 bytes,Uralic,Uralic > Mari > Eastern Mari,Uralic > Mari,,,,,,,,,,,,,,,,,,,,,,,,
mina1268,min,min_Arab,997,,,,Minangkabau (Jawi script),Arab,Abjad,2 bytes,Austronesian,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Northern Sumatra Malay > Kerinci-Minangkabau > Minangkabauic,Austronesian > Malayo-Chamic > Malayic > Northern Sumatra Malay,,,,,,,,,,,,,,,,,,,,,,,,
mina1268,min,min_Latn,997,,,,Minangkabau (Latin script),Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > Northern Sumatra Malay > Kerinci-Minangkabau > Minangkabauic,Austronesian > Malayo-Chamic > Malayic > Northern Sumatra Malay,,,,,,,,,,,,,,,,,,,,,,,,
mace1250,mkd,mkd_Cyrl,997,,60622784.0,60352079.0,Macedonian,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic > Macedo-Bulgarian,Indo-European > Balto-Slavic > Slavic > South Slavic > Eastern South Slavic,,,,,,,,,,,,,,,,,,,,,,,,
malt1254,mlt,mlt_Latn,997,,6964896.0,6886190.0,Maltese,Latn,Alphabet,1 byte,Afro-Asiatic,Afro-Asiatic > Semitic > West Semitic > Central Semitic > Arabian > Arabic > North African Arabic > Western Middle Arabic > Maghrebi > Malta-Tunisian Arabic,Afro-Asiatic > Semitic > Central Semitic > Arabian > North African Arabic > Malta-Tunisian Arabic,,,,,,,,,,,,,,,,,,,,,,,,
mani1292,mni,mni_Beng,997,,,,"Meitei (Manipuri, Bengali script)",Beng,Abugida,3 bytes,Sino-Tibetan,Sino-Tibetan > Kuki-Chin-Naga,Sino-Tibetan > Kuki-Chin-Naga,,,,,,,,,,,,,,,,,,,,,,,,
mani1292,mni,mni_Mtei,997,dev only,,,"Meitei (Manipuri, Meitei script)",Mtei,Abugida,3 bytes,Sino-Tibetan,Sino-Tibetan > Kuki-Chin-Naga,Sino-Tibetan > Kuki-Chin-Naga,,,,,,,,,,,,,,,,,,,,,,,,
moss1236,mos,mos_Latn,997,,,,Mossi,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Gurma-Yom-Oti-Volta Occidental > Oti-Volta Occidental > Nuclear Oti-Volta Occidental > Northwest Oti-Volta > Mossi-Farefare > Mossic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Northern Central Gur,,,,,,,,,,,,,,,,,,,,,,,,
maor1246,mri,mri_Latn,997,,2267801.0,2252745.0,Maori,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > East Polynesian Proximal > Southern East Polynesian Proximal > Maoric,Austronesian > Eastern Malayo-Polynesian > Polynesian > Northern Outlier Polynesian-East Polynesian,,,,,,,,,,,,,,,,,,,,,,,,
nucl1310,mya,mya_Mymr,997,,23624930.0,23532659.0,Burmese,Mymr,Abugida,3 bytes,Sino-Tibetan,Sino-Tibetan > Burmo-Qiangic > Lolo-Burmese > Burmish > Southern Burmish > Mranmaic > Nuclear Mranmaic,Sino-Tibetan > Burmo-Qiangic,,,,,,,,,,,,,,,,,,,,,,,,
erzy1239,myv,myv_Cyrl,997,,,,Erzya,Cyrl,Alphabet,2 bytes,Uralic,Uralic > Mordvin,Uralic > Mordvin,,,,,,,,,,,,,,,,,,,,,,,,
dutc1256,nld,nld_Latn,997,,3610577463.0,3581120841.0,Dutch,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > West Germanic > Macro-Dutch > Middle-Modern Dutch > Modern Dutch > Global Dutch,Indo-European > Germanic > West Germanic > Macro-Dutch,,,,,,,,,,,,,,,,,,,,,,,,
norw1262,nno,nno_Latn,997,,32531797.0,32290890.0,Norwegian Nynorsk,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,,,,,,,,,,,,,,,,,,,,,,,,
norw1259,nob,nob_Latn,997,,649813400.0,644493173.0,"Norwegian Bokmål, moderate variety",Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,,,,,,,,,,,,,,,,,,,,,,,,
norw1259 (with variant=radical),nob,nob_Latn_radical,997,,649813400.0,644493173.0,"Norwegian Bokmål, radical variety",Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > West Scandinavian > Norwegian,Indo-European > Germanic > North Germanic > West Scandinavian > Norwegian,,,,,,,,,,,,,,,,,,,,,,,,
nepa1254,npi,npi_Deva,997,,,,Nepali,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Indo-Aryan Northern zone > Eastern Pahari,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Midlands Indo-Aryan > Indo-Aryan Northern zone,,,,,,,,,,,,,,,,,,,,,,,,
nkoa1234,nqo,nqo_Nkoo,997,,,,Nko,Nkoo,Alphabet,2 bytes,Artificial Language,Artificial Language,Artificial Language,,,,,,,,,,,,,,,,,,,,,,,,
pedi1238,nso,nso_Latn,997,,206600.0,205851.0,Northern Sotho,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Northern Sotho > Sepedic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Northern Sotho,,,,,,,,,,,,,,,,,,,,,,,,
nuer1246,nus,nus_Latn,997,,,,Nuer,Latn,Alphabet,1 byte,Nilotic,Nilotic > Western Nilotic > Dinka-Nuer > Nuer-Reel,Nilotic > Dinka-Nuer > Nuer-Reel,,,,,,,,,,,,,,,,,,,,,,,,
nyan1308,nya,nya_Latn,997,,928706.0,925245.0,Nyanja,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Tumbuka-Sena-Nyanja > Sena-Nyanja > Nyanjaic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Tumbuka-Sena-Nyanja > Sena-Nyanja,3.891,36.5466,1.016,4.318,32.9328,1.0051,5.2545,27.0632,0.9394,8.0845,17.5898,0.7649,3.3093,42.9709,1.1946,3.7826,37.5938,1.1481,4.7592,29.8796,1.0524,7.2695,19.5617,0.8509
occi1239,oci,oci_Latn,997,,6366886.0,6339942.0,Occitan,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic,,,,,,,,,,,,,,,,,,,,,,,,
aran1260,oci,oci_Latn_aran1260,997,,6366886.0,6339942.0,Aranese,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic > Occitan > Gascon,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > Occitanic > Occitan,,,,,,,,,,,,,,,,,,,,,,,,
oriy1255,ory,ory_Orya,997,,8341478.0,8321756.0,Odia,Orya,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Oriya-Gauda-Kamrupa > Macro-Oriya,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Eastern zone > Macro-Oriya,,,,,,,,,,,,,,,,,,,,,,,,
pang1290,pag,pag_Latn,997,,,,Pangasinan,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Northern Luzon > Meso-Cordilleran > South-Central Cordilleran > Southern Cordilleran > West Southern Cordilleran,Austronesian > Northern Luzon > Meso-Cordilleran,,,,,,,,,,,,,,,,,,,,,,,,
panj1256,pan,pan_Guru,997,,11640973.0,11593313.0,Eastern Panjabi,Guru,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Greater Panjabic > Eastern Panjabic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Greater Panjabic,,,,,,,,,,,,,,,,,,,,,,,,
papi1253,pap,pap_Latn,997,,,,Papiamento,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Upper Guinea Portuguese,,,,,,,,,,,,,,,,,,,,,,,,
sout2649,pbt,pbt_Arab,997,,6367306.0,6336284.0,Southern Pashto,Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Pashto > Nuclear Pashto,Indo-European > Indo-Iranian > Iranian-Nuristani > Pashto,,,,,,,,,,,,,,,,,,,,,,,,
west2369,pes,pes_Arab,997,,1271707294.0,1264171685.0,Western Persian,Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian,,,,,,,,,,,,,,,,,,,,,,,,
plat1254,plt,plt_Latn,997,,6431320.0,6401178.0,Plateau Malagasy,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Basap-Greater Barito > Greater Barito linkage > Southeast Barito > Malagasic > North-Central Malagasic > Central-Eastern Malagasic,Austronesian > Basap-Greater Barito,,,,,,,,,,,,,,,,,,,,,,,,
poli1260,pol,pol_Latn,997,,3430605391.0,3408199823.0,Polish,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic > Polish-Silesian,Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic,,,,,,,,,,,,,,,,,,,,,,,,
braz1246,por,por_Latn,997,,4099018104.0,4074503096.0,Portuguese (Brazilian),Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Brazil-Portugal Portuguese > Portuguese,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Galician Romance > Macro-Portuguese > Brazil-Portugal Portuguese,,,,,,,,,,,,,,,,,,,,,,,,
dari1249,prs,prs_Arab,997,,,,Dari,Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Iranian-Nuristani > Iranian > Southwestern Iranian > Middle-Modern Persian > Modern Southwestern Iranian > Farsic-Caucasian Tat > Farsic > Eastern Farsic,Indo-European > Indo-Iranian > Iranian-Nuristani > Southwestern Iranian > Eastern Farsic,,,,,,,,,,,,,,,,,,,,,,,,
ayac1239,quy,quy_Latn,997,,,,Ayacucho Quechua,Latn,Alphabet,1 byte,Quechuan,Quechuan > Southern Quechua > Ayacuchan Quechua,Quechuan,,,,,,,,,,,,,,,,,,,,,,,,
roma1327,ron,ron_Latn,997,,1125558850.0,1119333515.0,Romanian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Eastern Romance > Northern Romanian > Eastern Romanian,Indo-European > Italic > Eastern Romance,3.7949,39.3541,1.094,4.2238,35.3581,1.0791,4.8958,30.5045,1.0588,6.1131,24.4303,1.0623,3.7848,39.4594,1.097,4.2304,35.3029,1.0782,4.9955,29.8957,1.053,6.3742,23.4293,1.0192
rund1242,run,run_Latn,997,,172804.0,171267.0,Rundi,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Kivu > West Highlands Kivu > Rundic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Great Lakes Bantu > Western Lakes Bantu > Rundic,,,,,,,,,,,,,,,,,,,,,,,,
russ1263,rus,rus_Cyrl,997,,13473783858.0,13397737772.0,Russian,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > East Slavic,Indo-European > Balto-Slavic > Slavic > East Slavic,,,,,,,,,,,,,,,,,,,,,,,,
sang1328,sag,sag_Latn,997,,363372.0,363127.0,Sango,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Ngbandi-Mongoba-Kazibati > Ngbandic > Nuclear Ngbandic > Sangoic,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian,,,,,,,,,,,,,,,,,,,,,,,,
sans1269,san,san_Deva,997,,5674920.0,5648368.0,Sanskrit,Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan,Indo-European > Indo-Iranian > Indo-Aryan,,,,,,,,,,,,,,,,,,,,,,,,
sant1410,sat,sat_Olck,997,,,,Santali,Olck,Abugida,3 bytes,Austroasiatic,Austroasiatic > Mundaic > North Munda > Kherwarian > Santalic,Austroasiatic > Mundaic,,,,,,,,,,,,,,,,,,,,,,,,
sici1248,scn,scn_Latn,997,,,,Sicilian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Southern Italian Romance,Indo-European > Italic > Italo-Western Romance > Italo-Dalmatian > Italian Romance > Southern Italian Romance,,,,,,,,,,,,,,,,,,,,,,,,
shan1277,shn,shn_Mymr,997,,,,Shan,Mymr,Abugida,3 bytes,Tai-Kadai,Tai-Kadai > Kam-Tai > Daic-Beic > Daic > Central-Southwestern Tai > Wenma-Southwestern Tai > Sapa-Southwestern Tai > Southwestern Tai > Southwestern Tai P > Shanic > Southern Shanic,Tai-Kadai > Southwestern Tai P,,,,,,,,,,,,,,,,,,,,,,,,
sinh1246,sin,sin_Sinh,997,,15218821.0,15163617.0,Sinhala,Sinh,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Dhivehi-Sinhala > Sinhalaic,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Dhivehi-Sinhala,,,,,,,,,,,,,,,,,,,,,,,,
slov1269,slk,slk_Latn,997,,696039997.0,691361945.0,Slovak,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,Indo-European > Balto-Slavic > Slavic > West Slavic > Czech-Slovak,,,,,,,,,,,,,,,,,,,,,,,,
slov1268,slv,slv_Latn,997,,295443845.0,293532981.0,Slovenian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic,,,,,,,,,,,,,,,,,,,,,,,,
samo1305,smo,smo_Latn,997,,982573.0,978614.0,Samoan,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Ellicean > Pukapukic > Samoan-Tokelauan,Austronesian > Eastern Malayo-Polynesian > Polynesian > Ellicean,,,,,,,,,,,,,,,,,,,,,,,,
shon1251,sna,sna_Latn,997,,1015714.0,1010485.0,Shona,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Shona (S.10) > Core Shona > Plateau Shona > Central Shona,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Shona (S.10),,,,,,,,,,,,,,,,,,,,,,,,
sind1272,snd,snd_Arab,997,,2500046.0,2476633.0,Sindhi (Arabic script),Arab,Abjad,2 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Sindhic > Sindhi-Kachchi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhic,,,,,,,,,,,,,,,,,,,,,,,,
sind1272,snd,snd_Deva,997,dev only,2500046.0,2476633.0,Sindhi (Devanagari script),Deva,Abugida,3 bytes,Indo-European,Indo-European > Classical Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhi-Lahnda > Sindhic > Sindhi-Kachchi,Indo-European > Indo-Iranian > Indo-Aryan > Middle-Modern Indo-Aryan > Continental Indo-Aryan > Indo-Aryan Northwestern zone > Sindhic,,,,,,,,,,,,,,,,,,,,,,,,
soma1255,som,som_Latn,997,,8811562.0,8782377.0,Somali,Latn,Alphabet,1 byte,Afro-Asiatic,Afro-Asiatic > Cushitic > East Cushitic > Lowland East Cushitic > Southern Lowland East Cushitic > Mainstream Lowland East Cushitic > Omo-Tana > Eastern Omo-Tana,Afro-Asiatic > Cushitic > Omo-Tana,,,,,,,,,,,,,,,,,,,,,,,,
sout2807,sot,sot_Latn,997,,952169.0,947711.0,Southern Sotho,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Central Sotho-Tswana > Sesotho-Lozi,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Sotho-Tswana (S.30) > Western Sotho-Tswana > Sesotho-Lozi,,,,,,,,,,,,,,,,,,,,,,,,
amer1254,spa,spa_Latn,997,,8721329091.0,8661896197.0,Spanish (Latin American),Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Castilic > Spanish,Indo-European > Italic > Italo-Western Romance > Western Romance > Shifted Western Romance > Southwestern Shifted Romance > West Ibero-Romance > Castilic,3.9886,38.2427,1.0631,4.353,35.0411,1.0695,4.9254,30.9689,1.0749,6.0055,25.3992,1.1045,3.6429,41.8716,1.164,4.0767,37.4162,1.1427,4.8446,31.4855,1.1089,6.05,25.2126,1.0967
sard1257,srd,srd_Latn,997,[1],,,Sardinian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Italic > Latino-Faliscan > Latinic > Imperial Latin > Romance,Indo-European > Italic,,,,,,,,,,,,,,,,,,,,,,,,
serb1264,srp,srp_Cyrl,997,,428606923.0,426190099.0,Serbian,Cyrl,Alphabet,2 bytes,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian > Shtokavski > New Shtokavian > Eastern Herzegovinian Shtokavian,Indo-European > Balto-Slavic > Slavic > South Slavic > Western South Slavic > Serbian-Croatian-Bosnian,5.8202,39.0221,1.0848,6.4611,35.1515,1.0728,7.7834,29.1795,1.0128,10.9415,20.7573,0.9026,5.9736,38.0201,1.057,6.8648,33.0843,1.0104,8.1081,28.011,0.9866,10.3174,22.013,0.9575
swat1243,ssw,ssw_Latn,997,,76074.0,74395.0,Swati,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Southern Bantu > Nuclear Southern Bantu > Dimsuffix Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Nuclear Nguni > Southern Ndebele-Lowland > Swatic,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Southern Bantu > Nuclear Southern Bantu > Nguni-Tsonga-Copi > Nguni (S.40) > Swatic,,,,,,,,,,,,,,,,,,,,,,,,
sund1252,sun,sun_Latn,997,,2136693.0,2127295.0,Sundanese,Latn,Alphabet,1 byte,Austronesian,Austronesian > Malayo-Polynesian,Austronesian,,,,,,,,,,,,,,,,,,,,,,,,
swed1254,swe,swe_Latn,997,,1409838855.0,1398770001.0,Swedish,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Germanic > Northwest Germanic > North Germanic > North Scandinavian > East-Central Swedic > East Swedic,Indo-European > Germanic > North Germanic > North Scandinavian,,,,,,,,,,,,,,,,,,,,,,,,
swah1253,swh,swh_Latn,997,,16167752.0,16103776.0,Swahili,Latn,Alphabet,1 byte,Atlantic-Congo,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Northeast Savanna Bantu > Northeast Coastal Bantu > Coastal NEC Bantu > Sabaki-Swahili > Swahili (G.40) > Mombasa-Lamu-Inland Swahili,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > East Bantu > Northeast Savanna Bantu > Northeast Coastal Bantu,,,,,,,,,,,,,,,,,,,,,,,,
sile1253,szl,szl_Latn,997,,,,Silesian,Latn,Alphabet,1 byte,Indo-European,Indo-European > Classical Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic > Polish-Silesian,Indo-European > Balto-Slavic > Slavic > West Slavic > Lechitic,,,,,,,,,,,,,,,,,,,,,,,,
